,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,jRnAIqY0,2025-01-18,02:00,MEXICO - LIGA MX,Puebla,Atl. San Luis,CLAUSURA ,3.0,3.4,2.38,1.4,2.75,1.05,11.0,1.25,3.75,1.88,1.98,1.7,2.05
2,2,xzecvRfK,2025-01-18,02:00,MEXICO - LIGA MX,Tigres UANL,Mazatlan FC,CLAUSURA ,1.42,4.5,8.0,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.91,1.91
3,3,AT2BGN2D,2025-01-18,04:05,MEXICO - LIGA MX,Necaxa,Guadalajara Chivas,CLAUSURA ,2.63,3.4,2.63,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.75,2.0
4,4,tj60dREd,2025-01-18,05:00,AUSTRALIA - A-LEAGUE,Auckland FC,Melbourne City,ROUND 15,2.25,3.5,3.1,1.4,2.75,1.06,10.0,1.3,3.5,2.0,1.85,1.75,2.0
5,5,EoZM5MYQ,2025-01-18,07:00,AUSTRALIA - A-LEAGUE,Sydney FC,Brisbane Roar,ROUND 15,1.4,5.0,7.0,1.22,4.0,1.02,21.0,1.13,6.0,1.4,3.0,1.57,2.25
6,6,EBCozt5t,2025-01-18,09:30,INDONESIA - LIGA 1,PSM Makassar,PSBS Biak Numfor,ROUND 19,1.65,3.35,4.7,1.38,2.75,1.05,9.5,1.32,3.2,2.08,1.68,1.98,1.75
7,7,6qE1bvR0,2025-01-18,09:35,AUSTRALIA - A-LEAGUE,Adelaide United,Melbourne Victory,ROUND 15,2.15,3.75,3.1,1.25,3.75,1.02,21.0,1.14,5.5,1.5,2.63,1.44,2.63
8,8,EkFesDvJ,2025-01-18,11:00,SINGAPORE - PREMIER LEAGUE,Young Lions,Tanjong Pagar,ROUND 23,2.1,3.8,2.75,1.17,5.0,1.01,34.0,1.05,11.0,1.22,4.2,1.25,3.75
9,9,8SMctf7b,2025-01-18,11:30,TURKEY - SUPER LIG,Basaksehir,Rizespor,ROUND 20,2.2,3.4,3.1,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.73,2.0
10,10,zRAfZ8FO,2025-01-18,11:30,TURKEY - 1. LIG,Erzurumspor,Bandirmaspor,ROUND 20,2.25,3.2,3.2,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,1.91,1.8
11,11,lpmmXU1m,2025-01-18,12:00,PORTUGAL - LIGA PORTUGAL 2,Alverca,FC Porto B,ROUND 18,1.95,3.5,3.75,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.85,1.73,2.0
12,12,EyYAAPz9,2025-01-18,12:00,PORTUGAL - LIGA 3,Braga B,Vilaverdense,ROUND 17,1.5,3.7,5.75,1.44,2.6,1.05,8.0,1.36,2.8,2.1,1.65,2.25,1.57
13,13,tKea4kio,2025-01-18,12:00,THAILAND - THAI LEAGUE 1,Chiangrai Utd,Pathum United,ROUND 18,4.0,3.4,1.73,1.36,2.88,1.03,9.0,1.28,3.3,1.91,1.83,1.83,1.85
14,14,z1mySVJi,2025-01-18,12:30,INDIA - ISL,Hyderabad,Bengaluru FC,ROUND 17,3.9,3.6,1.85,1.36,3.0,1.04,12.0,1.22,4.0,1.75,2.05,1.67,2.1
15,15,bVOzBw5K,2025-01-18,13:00,GERMANY - 2. BUNDESLIGA,Braunschweig,Schalke,ROUND 18,2.9,3.9,2.1,1.33,3.25,1.03,15.0,1.2,4.33,1.65,2.2,1.62,2.2
16,16,IZolmzDD,2025-01-18,13:00,GERMANY - 2. BUNDESLIGA,Kaiserslautern,Ulm,ROUND 18,1.85,3.6,4.0,1.36,3.0,1.04,12.0,1.22,4.0,1.8,2.0,1.73,2.0
17,17,UDF65HSs,2025-01-18,13:00,GERMANY - 2. BUNDESLIGA,Preussen Munster,Greuther Furth,ROUND 18,2.55,3.3,2.7,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,1.67,2.1
18,18,MyGgYJZh,2025-01-18,13:00,INDONESIA - LIGA 1,Madura United,Barito Putera,ROUND 19,2.05,3.05,3.4,1.37,2.8,1.05,9.5,1.29,3.35,1.98,1.75,1.74,1.98
19,19,niHgOArH,2025-01-18,13:00,THAILAND - THAI LEAGUE 1,Nong Bua Pitchaya,Lamphun Warrior,ROUND 18,2.4,3.3,2.5,1.3,3.2,1.02,10.0,1.22,3.75,1.73,2.0,1.61,2.15
20,20,Qg4QqRHE,2025-01-18,13:15,SINGAPORE - PREMIER LEAGUE,DPMM,Geylang,ROUND 23,3.4,3.8,1.75,1.14,5.5,1.01,34.0,1.05,11.0,1.22,4.2,1.25,3.75
