,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,0bTdCQZg,2025-02-28,01:30,SOUTH AMERICA - COPA LIBERTADORES,FBC Melgar (Per),Deportes Tolima (Col),QUALIFICATION ,1.95,3.25,3.8,1.5,2.5,1.08,8.0,1.44,2.63,2.35,1.57,2.1,1.67
2,2,bTgTpzSI,2025-02-28,07:30,AUSTRALIA - A-LEAGUE,Wellington Phoenix,Melbourne City,ROUND 21,4.1,3.8,1.83,1.36,3.0,1.05,11.0,1.29,3.75,1.9,1.95,1.8,1.95
3,3,YTGCahE4,2025-02-28,08:30,CHINA - SUPER LEAGUE,Shandong Taishan,Dalian Yingbo,ROUND 2,1.44,5.0,6.0,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.8,1.95
4,4,tUp3jpUF,2025-02-28,09:35,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Western United,ROUND 21,3.5,3.9,1.91,1.3,3.4,1.03,15.0,1.2,4.5,1.62,2.3,1.57,2.25
5,5,I7aqHVIt,2025-02-28,12:00,UKRAINE - PREMIER LEAGUE,Obolon,Polissya Zhytomyr,ROUND 19,4.4,3.1,1.75,1.5,2.4,1.09,6.5,1.44,2.6,2.3,1.53,2.2,1.61
6,6,6sFKcWrH,2025-02-28,12:35,CHINA - SUPER LEAGUE,Shanghai Port,Changchun Yatai,ROUND 2,1.36,5.5,7.0,1.2,4.33,1.01,23.0,1.1,7.0,1.36,3.1,1.62,2.2
7,7,jZCjF9mg,2025-02-28,14:30,UKRAINE - PREMIER LEAGUE,Vorskla Poltava,Dyn. Kyiv,ROUND 19,11.0,6.0,1.17,1.29,3.3,1.02,13.0,1.18,4.2,1.6,2.2,2.4,1.5
8,8,rsPNnlYp,2025-02-28,14:45,QATAR - QSL,Al Ahli Doha,Shamal,ROUND 17,2.1,3.55,2.85,1.29,3.4,1.03,12.0,1.14,5.25,1.49,2.45,1.44,2.6
9,9,nBwhhAAN,2025-02-28,14:45,QATAR - QSL,Qatar SC,Umm-Salal,ROUND 17,2.18,3.45,2.75,1.25,3.6,1.04,9.5,1.14,5.25,1.49,2.45,1.43,2.63
10,10,hYLsx4Mb,2025-02-28,15:00,EGYPT - PREMIER LEAGUE,Ghazl El Mahallah,Enppi,ROUND 16,2.33,2.65,3.3,1.71,1.98,1.12,4.8,1.68,2.0,3.2,1.27,2.45,1.45
11,11,GGYML9F8,2025-02-28,15:00,INDIA - ISL,Odisha FC,Mohammedan,ROUND 24,1.62,3.9,4.33,1.3,3.4,1.03,17.0,1.17,5.0,1.57,2.35,1.62,2.2
12,12,trv0xlQ7,2025-02-28,16:00,ROMANIA - SUPERLIGA,Unirea Slobozia,Otelul,ROUND 29,2.9,3.0,2.5,1.62,2.2,1.13,6.0,1.53,2.38,2.7,1.44,2.2,1.62
13,13,A1xI0AYa,2025-02-28,17:00,UKRAINE - PREMIER LEAGUE,Karpaty Lviv,LNZ Cherkasy,ROUND 19,2.25,3.0,3.0,1.42,2.63,1.07,8.5,1.37,3.0,2.23,1.62,1.89,1.84
14,14,80lW0wZ1,2025-02-28,18:00,AUSTRIA - 2. LIGA,Amstetten,St. Polten,ROUND 18,3.1,3.45,2.1,1.32,3.05,1.05,9.0,1.24,3.4,1.83,1.81,1.74,2.0
15,15,08jHOtR8,2025-02-28,18:00,AUSTRIA - 2. LIGA,First Vienna,Stripfing,ROUND 18,1.85,3.45,3.8,1.36,2.88,1.05,9.0,1.28,3.3,1.88,1.76,1.8,1.91
16,16,Yszll0kd,2025-02-28,18:00,AUSTRIA - 2. LIGA,Horn,ASK Voitsberg,ROUND 18,3.4,3.4,1.85,1.33,3.0,1.04,10.0,1.25,3.7,1.73,2.0,1.67,2.05
17,17,QHWujMKq,2025-02-28,18:00,AUSTRIA - 2. LIGA,Lafnitz,Admira,ROUND 18,4.1,3.9,1.68,1.33,3.0,1.03,10.0,1.22,3.75,1.73,2.0,1.75,1.95
18,18,G29i8LtS,2025-02-28,18:00,AUSTRIA - 2. LIGA,SK Rapid II,A. Lustenau,ROUND 18,2.15,3.45,3.0,1.33,3.0,1.04,10.0,1.25,3.6,1.75,1.95,1.65,2.1
19,19,ClepZzMk,2025-02-28,18:00,CROATIA - HNL,Istra 1961,Lok. Zagreb,ROUND 24,2.35,3.1,3.2,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.83,1.83
20,20,tfhPJM6U,2025-02-28,18:00,EGYPT - PREMIER LEAGUE,Al Ittihad,Pyramids,ROUND 16,5.3,3.55,1.58,1.45,2.55,1.03,7.0,1.36,2.75,2.18,1.56,2.18,1.56
21,21,KKNZwQin,2025-02-28,18:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Petrojet,ROUND 16,1.88,3.05,4.1,1.54,2.3,1.08,5.8,1.49,2.35,2.55,1.41,2.25,1.53
22,22,f3gKr5BF,2025-02-28,18:00,MOROCCO - BOTOLA PRO,FUS Rabat,Renaissance Zemamra,ROUND 23,1.91,3.0,3.9,1.67,2.1,1.11,6.5,1.57,2.25,2.88,1.4,2.5,1.5
23,23,GIsTtqtS,2025-02-28,18:00,MOROCCO - BOTOLA PRO,Raja Casablanca,Maghreb Fez,ROUND 23,1.62,3.4,4.75,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.38,1.53
24,24,6Xqvgkie,2025-02-28,18:00,POLAND - EKSTRAKLASA,Radomiak Radom,Widzew Lodz,ROUND 23,2.1,3.4,3.4,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.7,2.05
25,25,AwjTDA6U,2025-02-28,18:00,TURKEY - 1. LIG,Genclerbirligi,Manisa FK,ROUND 27,1.73,3.5,4.5,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.83,1.83,1.83
