,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,hfsVMQf2,2025-01-05,11:30,TURKEY - SUPER LIG,Kasimpasa,Gaziantep,ROUND 18,1.8,3.7,3.9,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25
2,2,WWEsJy8T,2025-01-05,11:30,TURKEY - 1. LIG,Bandirmaspor,Manisa FK,ROUND 18,1.85,3.4,3.8,1.4,2.75,1.05,11.0,1.3,3.4,1.98,1.83,1.8,1.91
3,3,O6BZKcwH,2025-01-05,11:30,TURKEY - 1. LIG,Umraniyespor,Erzurumspor,ROUND 18,2.5,3.4,2.5,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.8
4,4,nsr0DzBE,2025-01-05,12:00,PORTUGAL - LIGA PORTUGAL 2,Oliveirense,Felgueiras,ROUND 17,3.9,3.5,1.83,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.85,1.83,1.83
5,5,ClBT1PSH,2025-01-05,12:00,PORTUGAL - LIGA 3,Covilha,SC Lusitania,ROUND 15,1.91,3.3,3.4,1.38,2.8,1.03,9.0,1.33,3.1,1.95,1.75,1.8,1.91
6,6,8za4Io4j,2025-01-05,12:30,ITALY - SERIE A,Monza,Cagliari,ROUND 19,2.4,3.25,3.0,1.4,2.75,1.06,10.0,1.3,3.5,2.01,1.89,1.75,2.0
7,7,joNcROEb,2025-01-05,13:00,SCOTLAND - PREMIERSHIP,Hibernian,Rangers,ROUND 22,5.5,4.2,1.53,1.3,3.4,1.03,15.0,1.17,5.0,1.57,2.38,1.7,2.05
8,8,bcDQc9Va,2025-01-05,14:00,GREECE - SUPER LEAGUE,Levadiakos,Panserraikos,ROUND 17,2.1,3.0,3.8,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,1.95,1.8
9,9,vB5CZ3v8,2025-01-05,14:00,TURKEY - SUPER LIG,Bodrumspor,Kayserispor,ROUND 18,2.05,3.2,3.5,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.91
10,10,G4jEDFVj,2025-01-05,14:00,TURKEY - 1. LIG,Istanbulspor AS,Erokspor,ROUND 18,1.83,3.7,3.6,1.36,3.0,1.04,13.0,1.22,4.0,1.75,2.05,1.73,2.0
11,11,2VJyO0SE,2025-01-05,15:00,ENGLAND - PREMIER LEAGUE,Fulham,Ipswich,ROUND 20,1.55,4.33,5.75,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.8,1.95
