,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,29E5zGHd,2025-01-04,07:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Sydney FC,ROUND 12,3.9,4.33,1.73,1.22,4.0,1.02,21.0,1.11,6.5,1.36,3.2,1.4,2.75
2,2,4SckrSz3,2025-01-04,09:35,AUSTRALIA - A-LEAGUE,Melbourne Victory,WS Wanderers,ROUND 12,1.62,4.33,4.75,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.5,1.62,2.2
3,3,4U8sWUXF,2025-01-04,11:30,TURKEY - SUPER LIG,Adana Demirspor,Basaksehir,ROUND 18,5.0,4.0,1.55,1.33,3.25,1.03,15.0,1.2,4.33,1.7,2.1,1.73,2.0
4,4,rBr0yJNc,2025-01-04,11:30,TURKEY - 1. LIG,Sanliurfaspor,Corum,ROUND 18,2.7,3.4,2.3,1.44,2.63,1.06,9.5,1.33,3.25,2.08,1.73,1.83,1.83
5,5,UXav1xno,2025-01-04,11:30,TURKEY - 1. LIG,Yeni Malatyaspor,Boluspor,ROUND 18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,6,xCMv6h3l,2025-01-04,12:00,PORTUGAL - LIGA PORTUGAL 2,Portimonense,Alverca,ROUND 17,2.7,3.2,2.45,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.83,1.83
7,7,l6pG9TnQ,2025-01-04,12:30,INDIA - ISL,Odisha FC,Goa,ROUND 15,2.55,3.4,2.55,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.53,2.38
8,8,MeIPCzKD,2025-01-04,13:30,ENGLAND - PREMIER LEAGUE,Tottenham,Newcastle,ROUND 20,2.9,3.9,2.2,1.2,4.33,1.02,21.0,1.1,7.0,1.33,3.4,1.3,3.4
9,9,2R5XEede,2025-01-04,13:30,ENGLAND - CHAMPIONSHIP,Blackburn,Burnley,ROUND 26,3.4,3.2,2.2,1.53,2.38,1.1,7.0,1.44,2.75,2.38,1.57,2.1,1.67
10,10,A3s2mG2K,2025-01-04,13:30,ENGLAND - CHAMPIONSHIP,Stoke,Plymouth,ROUND 26,1.65,4.33,4.5,1.33,3.25,1.04,13.0,1.22,4.33,1.67,2.2,1.73,2.0
11,11,jiCUkhHk,2025-01-04,13:30,ENGLAND - CHAMPIONSHIP,Swansea,West Brom,ROUND 26,2.5,3.3,2.75,1.44,2.63,1.06,9.5,1.33,3.4,2.05,1.8,1.8,1.91
12,12,IsMmKqi3,2025-01-04,13:30,ENGLAND - LEAGUE ONE,Burton,Northampton,ROUND 25,2.05,3.3,3.5,1.44,2.63,1.06,10.0,1.36,3.0,2.1,1.7,1.91,1.91
