,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
0,South America Copa Libertadores,2025-05-16,00:00:00,5,Palmeiras,Bolívar,1.57,2.88,10.0,1.25,3.75,2.1,1.67,4.5,1.18,0.0,0.0,1.16,6.0,10.0,1.01,17.0,1.14,5.5,1.45,2.56,2.0,1.75,4.0,1.11,1.04,1.77,2.13,3.9,25.0,50.0,63.0,3.0,3.0,0.75,0.75
1,South America Copa Libertadores,2025-05-16,00:00:00,5,Talleres Córdoba,Alianza Lima,2.25,2.1,6.0,1.44,2.63,3.25,1.33,9.0,1.07,0.0,0.0,1.76,3.23,4.1,1.07,8.0,1.38,3.0,1.96,1.74,2.2,1.62,2.15,1.22,1.15,1.91,1.55,3.46,13.0,0.0,48.0,0.25,0.25,1.5,1.5
108,South America Copa Libertadores,2025-05-16,00:00:00,5,Nacional,Internacional,3.4,2.0,3.5,1.5,2.5,3.4,1.3,10.0,1.06,0.0,0.0,2.65,2.99,2.45,1.09,7.0,1.51,2.56,2.3,1.5,1.95,1.8,1.42,1.3,1.45,1.44,1.46,2.9,0.0,50.0,63.0,1.0,1.0,1.25,1.25
109,Jamaica Jamaica National Premier League,2025-05-16,01:00:00,0,Cavalier,Arnett Gardens,2.83,2.1,3.5,1.39,2.68,2.89,1.34,7.3,1.06,0.0,0.0,2.16,3.25,2.89,1.04,11.0,1.3,2.97,2.0,1.75,1.79,1.87,1.75,1.25,1.32,1.54,1.71,3.25,26.0,19.0,58.0,1.7,1.7,1.97,1.97
2,South America Copa Libertadores,2025-05-16,02:30:00,5,River Plate,CSD Independiente del Valle,1.91,2.25,8.5,1.44,2.63,3.0,1.36,9.0,1.07,0.0,0.0,1.36,3.92,7.8,1.07,8.0,1.38,3.0,1.96,1.74,2.38,1.53,2.95,1.2,1.05,1.68,1.42,3.1,25.0,0.0,50.0,2.0,2.0,1.25,1.25
3,South America Copa Libertadores,2025-05-16,02:30:00,5,Flamengo,LDU Quito,1.53,2.88,13.0,1.29,3.5,2.25,1.57,5.5,1.14,0.0,0.0,1.14,6.0,13.0,1.03,11.0,1.2,4.5,1.55,2.2,2.5,1.5,4.75,1.09,1.02,1.43,1.5,2.93,0.0,25.0,38.0,1.25,1.25,2.0,2.0
4,Brazil Serie B,2025-05-16,02:35:00,8,Ferroviária,Avaí,3.14,1.89,4.04,1.61,2.4,3.6,1.24,11.0,1.03,0.0,0.0,2.15,3.08,3.03,1.11,6.0,1.53,2.38,2.2,1.55,2.14,1.69,1.53,1.35,1.4,2.1,1.39,3.49,17.0,17.0,67.0,2.33,1.43,1.33,1.71
110,Jamaica Jamaica National Premier League,2025-05-16,03:30:00,0,Montego Bay United,Mount Pleasant Academy FC,4.25,1.93,2.7,1.4,2.6,3.45,1.25,8.9,1.03,0.0,0.0,3.35,2.95,2.0,1.06,7.0,1.41,2.75,2.28,1.54,1.87,1.77,1.24,1.25,1.32,1.56,1.91,3.47,19.0,19.0,38.0,1.93,1.93,2.45,2.45
5,Indonesia Liga 1,2025-05-16,10:30:00,33,Persita,Persib,4.33,2.3,2.25,1.3,3.3,2.5,1.5,6.5,1.11,0.0,0.0,4.3,3.55,1.68,1.01,11.0,1.19,3.74,1.73,1.91,1.7,2.05,1.2,1.29,2.1,1.31,1.11,2.42,26.0,25.0,60.0,1.5,1.31,1.75,2.03
6,Australia New South Wales NPL,2025-05-16,11:30:00,15,Manly United,St. George Saints,2.56,2.38,3.2,1.25,3.65,2.09,1.66,4.5,1.17,0.0,0.0,2.15,3.6,2.8,1.01,14.8,1.08,5.55,1.39,2.59,1.36,2.7,1.6,1.17,1.19,1.51,1.58,3.09,25.0,22.0,61.0,1.22,1.36,1.0,1.15
