,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
14,WORLD - WORLD CHAMPIONSHIP,2025-03-25,17:00,Uganda,Guinea,QUALIFICATION ,3.4,2.9,2.4,1.62,2.2,4.0,1.22,1.13,6.0,1.53,2.38,2.7,1.44,2.2,1.62
15,WORLD - WORLD CHAMPIONSHIP,2025-03-25,17:00,Iran,Uzbekistan,QUALIFICATION ,1.9,3.0,5.25,1.57,2.25,3.75,1.25,1.1,7.0,1.44,2.63,2.5,1.5,2.2,1.62
16,WORLD - WORLD CHAMPIONSHIP,2025-03-25,18:00,Moldova,Estonia,QUALIFICATION,2.1,3.0,4.0,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67
17,WORLD - WORLD CHAMPIONSHIP,2025-03-25,19:15,Kuwait,Oman,QUALIFICATION ,3.7,3.0,2.2,1.53,2.38,3.5,1.29,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.75
18,WORLD - WORLD CHAMPIONSHIP,2025-03-25,19:15,North Korea,United Arab Emirates,QUALIFICATION ,6.5,3.6,1.6,1.44,2.63,3.25,1.33,1.07,8.5,1.33,3.25,2.1,1.7,2.05,1.7
19,WORLD - WORLD CHAMPIONSHIP,2025-03-25,19:15,Palestine,Iraq,QUALIFICATION ,6.0,3.2,1.75,1.57,2.25,3.75,1.25,1.1,7.0,1.44,2.63,2.5,1.5,2.25,1.57
20,WORLD - WORLD CHAMPIONSHIP,2025-03-25,20:00,Botswana,Somalia,QUALIFICATION ,1.27,5.5,11.0,1.4,2.75,2.75,1.4,1.04,13.0,1.29,3.5,1.9,1.95,2.63,1.44
21,WORLD - WORLD CHAMPIONSHIP,2025-03-25,20:00,Burundi,Seychelles,QUALIFICATION ,1.06,11.0,34.0,1.22,4.0,2.0,1.73,1.02,21.0,1.13,6.0,1.4,2.88,3.4,1.3
22,WORLD - WORLD CHAMPIONSHIP,2025-03-25,20:00,Cameroon,Libya,QUALIFICATION ,1.36,4.75,9.0,1.44,2.63,3.25,1.33,1.08,8.0,1.33,3.25,2.1,1.7,2.75,1.4
23,WORLD - WORLD CHAMPIONSHIP,2025-03-25,20:00,Egypt,Sierra Leone,QUALIFICATION ,1.17,6.5,21.0,1.36,3.0,2.75,1.4,1.06,9.5,1.29,3.5,1.93,1.93,3.5,1.29
24,WORLD - WORLD CHAMPIONSHIP,2025-03-25,20:00,Sudan,South Sudan,QUALIFICATION ,1.33,4.33,13.0,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,2.75,1.4
25,WORLD - WORLD CHAMPIONSHIP,2025-03-25,20:45,Gibraltar,Czech Republic,QUALIFICATION,34.0,15.0,1.04,1.18,4.5,1.88,1.98,1.01,26.0,1.08,8.0,1.29,3.6,3.75,1.25
26,WORLD - WORLD CHAMPIONSHIP,2025-03-25,20:45,Israel,Norway,QUALIFICATION,6.0,4.1,1.57,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.7,2.1,1.75,2.0
27,WORLD - WORLD CHAMPIONSHIP,2025-03-25,20:45,Liechtenstein,Kazakhstan,QUALIFICATION,10.0,4.33,1.38,1.4,2.75,3.0,1.36,1.07,9.0,1.3,3.4,2.05,1.85,2.25,1.57
28,WORLD - WORLD CHAMPIONSHIP,2025-03-25,20:45,Montenegro,Faroe Islands,QUALIFICATION,1.48,3.8,8.0,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,2.25,1.57
29,WORLD - WORLD CHAMPIONSHIP,2025-03-25,20:45,North Macedonia,Wales,QUALIFICATION,3.1,3.25,2.38,1.5,2.5,3.4,1.3,1.08,8.0,1.36,3.0,2.2,1.65,1.95,1.8
30,ENGLAND - NATIONAL LEAGUE,2025-03-25,20:45,Altrincham,Solihull Moors,ROUND 35,1.95,3.5,3.6,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
31,ENGLAND - NATIONAL LEAGUE,2025-03-25,20:45,Boston Utd,Southend,ROUND 27,3.5,3.4,2.1,1.44,2.63,3.4,1.3,1.07,8.5,1.36,3.0,2.15,1.67,1.95,1.8
32,ENGLAND - NATIONAL LEAGUE,2025-03-25,20:45,Rochdale,York City,ROUND 27,2.45,3.2,2.8,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,1.8,1.95
33,ENGLAND - NATIONAL LEAGUE,2025-03-25,20:45,Wealdstone,Aldershot,ROUND 35,2.45,3.3,2.8,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2
34,ENGLAND - NATIONAL LEAGUE,2025-03-25,20:45,Woking,FC Halifax,ROUND 35,2.88,3.1,2.45,1.53,2.38,3.75,1.25,1.08,8.0,1.44,2.63,2.4,1.53,2.05,1.7
35,SCOTLAND - CHAMPIONSHIP,2025-03-25,20:45,Livingston,Falkirk,ROUND 31,3.1,3.25,2.3,1.44,2.63,3.25,1.33,1.07,7.5,1.36,3.0,2.1,1.7,1.83,1.83
36,WORLD - WORLD CHAMPIONSHIP,2025-03-25,21:00,Bolivia,Uruguay,QUALIFICATION ,2.3,3.2,3.2,1.5,2.5,3.4,1.3,1.07,9.0,1.4,2.75,2.25,1.62,1.95,1.8
37,WORLD - WORLD CHAMPIONSHIP,2025-03-25,22:00,Algeria,Mozambique,QUALIFICATION ,1.36,4.0,15.0,1.53,2.38,3.75,1.25,1.13,6.0,1.44,2.63,2.4,1.53,3.4,1.3
38,WORLD - WORLD CHAMPIONSHIP,2025-03-25,22:00,Comoros,Chad,QUALIFICATION ,1.17,7.5,17.0,1.3,3.4,2.38,1.53,1.03,17.0,1.18,4.5,1.6,2.3,2.75,1.4
39,WORLD - WORLD CHAMPIONSHIP,2025-03-25,22:00,Mauritania,D.R. Congo,QUALIFICATION ,3.1,2.75,2.7,1.67,2.1,4.33,1.2,1.14,5.5,1.62,2.2,3.1,1.36,2.25,1.57
40,WORLD - WORLD CHAMPIONSHIP,2025-03-25,22:00,Senegal,Togo,QUALIFICATION ,1.33,4.33,13.0,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.05,1.75,2.63,1.44
41,WORLD - WORLD CHAMPIONSHIP,2025-03-25,22:30,Morocco,Tanzania,QUALIFICATION ,1.14,7.5,23.0,1.25,3.75,2.2,1.62,1.03,15.0,1.14,5.5,1.5,2.5,2.63,1.44
