,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
0,Brazil Serie B,2025-05-06,00:00:00,6,Goiás,Avaí,2.5,1.9,4.32,1.55,2.3,3.34,1.28,8.3,1.02,0.0,0.0,1.97,2.93,4.5,1.11,5.95,1.44,2.68,2.1,1.61,2.11,1.62,1.83,1.31,1.23,1.57,1.34,2.91,25.0,50.0,50.0,2.0,2.0,2.0,2.2
1,Paraguay Division Profesional,2025-05-06,00:00:00,17,General Caballero JLM,Sportivo Trinidense,3.17,1.9,2.99,1.47,2.49,3.3,1.27,9.0,1.04,0.0,0.0,2.85,2.63,2.58,1.09,7.8,1.48,2.37,2.32,1.54,2.0,1.76,1.4,1.34,1.36,1.2,1.43,2.63,19.0,13.0,44.0,1.06,1.06,1.25,1.25
2,Brazil Serie A,2025-05-06,00:00:00,7,Bragantino,Mirassol,2.5,2.05,4.4,1.41,2.67,2.85,1.33,7.5,1.08,0.0,0.0,1.85,3.2,4.6,1.06,9.0,1.33,3.0,1.91,1.83,1.88,1.8,1.95,1.3,1.19,1.94,1.71,3.65,67.0,0.0,67.0,2.33,2.17,0.67,1.17
3,Brazil Serie C,2025-05-06,00:30:00,4,São Bernardo,Londrina,2.73,2.0,5.36,1.56,2.28,3.15,1.3,9.2,1.05,0.0,0.0,2.16,3.13,2.96,1.03,8.5,1.4,2.56,2.41,1.5,2.1,1.67,1.69,1.33,1.32,1.64,1.66,3.3,0.0,50.0,50.0,1.0,1.33,3.0,2.33
4,Brazil Serie C,2025-05-06,00:30:00,4,Figueirense,Caxias,2.7,1.86,4.33,1.5,2.43,3.4,1.27,10.0,1.05,0.0,0.0,1.87,3.04,3.92,1.07,7.0,1.5,2.63,2.37,1.48,2.15,1.6,1.78,1.34,1.25,1.86,1.03,2.89,50.0,50.0,100.0,1.0,0.5,0.0,2.0
5,Brazil Serie A,2025-05-06,01:00:00,7,Juventude,Atlético Mineiro,3.75,2.03,2.78,1.48,2.5,2.9,1.33,8.5,1.05,0.0,0.0,3.38,3.25,2.14,1.05,8.9,1.34,3.25,2.0,1.73,1.83,1.87,1.33,1.33,1.32,1.79,2.07,3.86,34.0,17.0,67.0,2.33,1.17,0.33,1.0
6,Bulgaria First League,2025-05-06,18:30:00,3,Septemvri Sofia,Slavia Sofia,2.88,2.05,3.6,1.37,2.75,3.11,1.37,7.2,1.08,0.0,0.0,2.5,3.11,2.52,1.06,9.0,1.3,3.1,1.96,1.74,1.8,1.9,1.48,1.32,1.33,1.16,1.4,2.56,7.0,34.0,50.0,1.13,1.13,1.41,1.41
7,Algeria Ligue 1,2025-05-06,19:00:00,22,CS Constantine,MC Oran,1.91,2.3,6.85,1.36,2.9,2.62,1.42,6.0,1.09,0.0,0.0,1.33,4.25,8.0,1.01,10.0,1.25,3.55,1.8,1.91,2.0,1.73,2.71,1.17,1.16,1.61,1.14,2.75,15.0,24.0,53.0,1.7,1.3,0.09,1.17
8,Egypt Egyptian Premier League,2025-05-06,19:00:00,5,Masr,Al Ittihad,3.32,1.73,4.15,1.71,2.17,3.9,1.2,11.0,1.01,0.0,0.0,2.56,2.7,3.0,1.11,5.3,1.72,2.16,2.95,1.35,2.3,1.52,1.47,0.0,1.37,1.3,1.05,2.35,9.0,36.0,39.0,1.33,1.33,1.1,1.1
9,South Africa Premier Soccer League,2025-05-06,19:30:00,0,Golden Arrows,Orlando Pirates,7.0,2.0,2.2,1.53,2.38,3.75,1.25,8.5,1.05,0.0,0.0,5.9,3.8,1.51,1.04,7.1,1.41,2.52,1.85,1.8,2.5,1.5,1.07,1.24,2.32,1.15,1.68,2.83,17.0,13.0,30.0,1.17,1.13,2.0,2.23
10,Europe UEFA Champions League,2025-05-06,21:00:00,0,Inter Milan,FC Barcelona,3.25,2.6,2.6,1.22,4.0,2.0,1.73,4.33,1.2,0.0,0.0,2.77,3.39,2.41,1.01,17.0,1.14,5.5,1.42,2.74,1.4,2.75,1.38,1.25,1.68,1.4,1.8,3.2,34.0,42.0,50.0,2.31,2.31,2.23,2.23
