,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
0,Thailand Thai League T1,2025-08-23,13:00:00,2,Chiangrai United,Prachuap,3.42,2.04,3.0,1.38,2.7,2.75,1.4,6.0,1.09,0,0,2.65,3.06,2.41,1.01,8.4,1.27,3.1,1.86,1.84,1.67,2.1,1.42,1.26,1.26,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,1.0
9,Sweden Damallsvenskan,2025-08-23,13:00:00,15,Brommapojkarna W,Malmö FF W,5.75,2.6,1.8,1.22,3.6,2.1,1.63,4.75,1.17,0,0,4.4,4.1,1.65,1.02,15.0,1.14,4.8,1.47,2.5,1.71,2.11,1.1,1.2,2.74,1.32,1.54,2.86,43,57,86,1.71,0.93,2.29,2.29
7,Vietnam V.League 1,2025-08-23,13:00:00,2,Da Nang,Hà Nội II,2.83,1.85,4.2,1.57,2.25,3.52,1.25,8.7,1.02,0,0,2.4,2.45,3.6,1.1,5.75,1.52,2.38,2.52,1.44,2.1,1.65,1.57,0.0,1.4,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0
6,Germany 2. Bundesliga,2025-08-23,13:00:00,3,Paderborn,Fortuna Düsseldorf,2.3,2.38,4.5,1.3,3.4,2.5,1.5,6.0,1.13,0,0,1.76,3.84,4.2,1.04,10.0,1.22,4.0,1.63,2.13,1.67,2.1,2.05,1.25,1.21,0.99,1.17,2.16,50,50,100,3.0,2.0,0.0,0.0
5,Germany 2. Bundesliga,2025-08-23,13:00:00,3,Karlsruher SC,Eintracht Braunschweig,2.4,2.38,4.0,1.3,3.4,2.5,1.5,6.0,1.13,0,0,1.85,3.61,3.96,1.05,9.5,1.25,3.95,1.79,1.95,1.62,2.2,1.87,1.27,1.25,1.47,1.07,2.54,50,50,50,3.0,2.0,3.0,3.0
8,Germany 2. Bundesliga,2025-08-23,13:00:00,3,Hannover 96,Magdeburg,2.55,2.2,3.6,1.31,3.2,2.35,1.51,5.5,1.12,0,0,2.08,3.45,3.35,1.04,10.0,1.22,4.2,1.65,2.2,1.57,2.25,1.73,1.27,1.31,1.71,1.12,2.83,50,0,50,3.0,3.0,3.0,1.5
3,China China League One,2025-08-23,13:00:00,13,Shaanxi Union,Guangzhou E-Power,2.88,2.24,3.2,1.33,3.0,2.58,1.48,5.75,1.1,0,0,2.25,3.55,2.8,1.02,10.0,1.21,3.8,1.7,2.02,1.6,2.16,1.57,0.0,1.3,1.4,1.2,2.6,22,42,74,1.78,1.2,2.0,1.7
2,Sweden Damallsvenskan,2025-08-23,13:00:00,15,AIK Women,Djurgården W,3.3,2.1,2.56,1.34,2.99,2.6,1.38,6.5,1.08,0,0,3.25,3.6,2.0,1.02,9.65,1.26,3.5,1.85,1.85,1.66,2.05,1.36,1.26,1.3,1.15,1.31,2.46,9,42,50,2.5,1.57,1.5,1.85
1,Vietnam V.League 1,2025-08-23,13:00:00,2,Hai Phong,Quang Nam,2.25,2.1,4.24,1.41,2.65,2.97,1.33,6.7,1.07,0,0,1.62,3.6,5.0,1.06,8.5,1.36,2.9,2.05,1.67,2.05,1.7,2.15,0.0,1.25,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
4,Vietnam V.League 1,2025-08-23,13:00:00,2,Song Lam Nghe An,Nam Dinh,5.25,2.1,2.34,1.4,2.75,2.8,1.36,6.4,1.08,0,0,5.1,4.0,1.57,1.06,9.5,1.3,3.2,1.83,1.87,1.95,1.81,1.18,0.0,1.3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0
