,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
85,85,SGeaw2b6,2025-02-02,18:00,ITALY - SERIE A,AC Milan,Inter,ROUND 23,4.33,3.6,1.83,1.36,3.0,1.04,13.0,1.22,4.33,1.73,2.1,1.7,2.05
86,86,fqV8OVZ8,2025-02-02,18:00,EGYPT - PREMIER LEAGUE,Modern Sport,Al Ahly,ROUND 11,5.8,3.7,1.5,1.47,2.48,1.04,6.75,1.38,2.65,2.23,1.54,2.28,1.52
87,87,CfxGtLCm,2025-02-02,18:30,SPAIN - LALIGA,Osasuna,Real Sociedad,ROUND 22,3.0,3.0,2.55,1.62,2.2,1.11,6.5,1.53,2.5,2.75,1.44,2.1,1.67
88,88,v1O9Y6S9,2025-02-02,18:30,BELGIUM - JUPILER PRO LEAGUE,Gent,Anderlecht,ROUND 24,2.3,3.4,2.88,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.67,2.1
89,89,YmN3WD0C,2025-02-02,18:30,CZECH REPUBLIC - CHANCE LIGA,Slavia Prague,Mlada Boleslav,ROUND 20,1.18,7.0,9.5,1.25,3.75,1.02,21.0,1.14,5.5,1.48,2.6,2.1,1.67
90,90,j9BmSWc5,2025-02-02,18:30,GREECE - SUPER LEAGUE,PAOK,AEK Athens FC,ROUND 21,2.55,3.2,2.8,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.8,1.95
91,91,0IZ5MtMO,2025-02-02,18:30,SPAIN - LALIGA2,FC Cartagena SAD,Cordoba,ROUND 25,4.0,3.5,1.91,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.83,1.83
92,92,p8MCIXKj,2025-02-02,18:30,SPAIN - LALIGA2,Zaragoza,Cadiz CF,ROUND 25,2.1,3.1,3.75,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73
93,93,pv3vn5QE,2025-02-02,19:00,PORTUGAL - LIGA PORTUGAL,Sporting CP,SC Farense,ROUND 20,1.14,8.0,17.0,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.7,2.25,1.57
94,94,zo9ZkhxH,2025-02-02,19:00,ROMANIA - SUPERLIGA,FCSB,CFR Cluj,ROUND 24,2.3,3.2,3.0,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
95,95,Wb3lROKq,2025-02-02,19:15,BELGIUM - JUPILER PRO LEAGUE,Kortrijk,Westerlo,ROUND 24,3.1,3.4,2.2,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2
96,96,GnivACfE,2025-02-02,19:15,BELGIUM - CHALLENGER PRO LEAGUE,Genk U23,Beveren,ROUND 20,3.0,3.4,2.2,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
97,97,KCo2gJTH,2025-02-02,19:15,ISRAEL - LIGAT HA'AL,Hapoel Haifa,Netanya,ROUND 21,2.75,3.2,2.45,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.67,2.1
98,98,nPxvsnfK,2025-02-02,19:30,GERMANY - 3. LIGA,Hannover II,Sandhausen,ROUND 22,3.0,3.6,2.15,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.53,2.38
99,99,MTJWVEbt,2025-02-02,19:30,GREECE - SUPER LEAGUE,Panetolikos,Atromitos,ROUND 21,3.1,2.9,2.55,1.67,2.1,1.13,6.0,1.62,2.2,3.1,1.36,2.25,1.57
100,100,6eth2H6c,2025-02-02,20:00,NETHERLANDS - EREDIVISIE,Willem II,AZ Alkmaar,ROUND 21,5.0,3.5,1.73,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.91,1.91
101,101,rDurkYpo,2025-02-02,20:15,HUNGARY - OTP BANK LIGA,Ferencvaros,MTK Budapest,ROUND 18,1.48,4.1,6.25,1.3,3.4,1.03,15.0,1.18,4.5,1.65,2.2,1.73,2.0
102,102,nNeJYyMO,2025-02-02,20:45,FRANCE - LIGUE 1,Marseille,Lyon,ROUND 20,2.05,3.8,3.25,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.53,2.38
103,103,AwfSty5b,2025-02-02,20:45,ITALY - SERIE A,AS Roma,Napoli,ROUND 23,2.9,3.2,2.5,1.44,2.63,1.07,9.0,1.33,3.4,2.1,1.73,1.8,1.95
104,104,l0XvyHtP,2025-02-02,21:00,SPAIN - LALIGA,Betis,Ath Bilbao,ROUND 22,2.9,3.4,2.4,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.91,1.91
105,105,tQI02GBm,2025-02-02,21:00,ARGENTINA - TORNEO BETANO,San Lorenzo,River Plate,APERTURA ,5.0,3.4,1.8,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,2.38,1.53
106,106,Ig6Wx265,2025-02-02,21:00,SPAIN - LALIGA2,Tenerife,Albacete,ROUND 25,2.3,3.1,3.25,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.2,1.62
107,107,2whIvNIl,2025-02-02,21:30,PORTUGAL - LIGA PORTUGAL,Estrela,Benfica,ROUND 20,9.0,5.75,1.29,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,2.05,1.7
108,108,WMZauCtT,2025-02-02,22:00,COSTA RICA - PRIMERA DIVISION,Herediano,Sporting San Jose,CLAUSURA ,1.57,3.9,5.0,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,1.83,1.83
109,109,tlVAcgdc,2025-02-02,22:00,COSTA RICA - PRIMERA DIVISION,Puntarenas FC,Zeledon,CLAUSURA ,1.83,3.4,4.0,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,2.0,1.73
110,110,8EwQETKN,2025-02-02,22:00,PARAGUAY - COPA DE PRIMERA,General Caballero JLM,Ameliano,APERTURA ,2.6,3.2,2.5,1.57,2.25,1.1,7.0,1.53,2.38,2.6,1.48,2.2,1.62
111,111,U7OuhHYI,2025-02-02,22:00,VENEZUELA - LIGA FUTVE,Zamora,Estudiantes Merida,APERTURA ,2.25,3.1,3.0,1.38,2.8,1.03,9.0,1.29,3.3,1.91,1.8,1.73,2.0
112,112,8jTKFKQP,2025-02-02,23:00,VENEZUELA - LIGA FUTVE,La Guaira,Universidad Central,APERTURA ,2.2,3.0,3.2,1.5,2.4,1.08,6.5,1.48,2.5,2.4,1.5,2.05,1.7
113,113,AVg8XeCD,2025-02-02,23:15,ARGENTINA - TORNEO BETANO,Boca Juniors,Huracan,APERTURA ,1.85,3.25,4.75,1.62,2.2,1.13,6.0,1.57,2.25,2.7,1.44,2.5,1.5
114,114,AqZtneR6,2025-02-02,23:15,ARGENTINA - TORNEO BETANO,Newells Old Boys,Aldosivi,APERTURA ,1.85,3.25,4.75,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,2.25,1.57
