,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
40,KAZAKHSTAN - PREMIER LEAGUE,2025-05-03,12:00,Zhenis,Aktobe, ROUND 7,4.0,3.2,1.85,1.44,2.63,3.4,1.29,1.09,6.0,1.4,2.75,2.25,1.57,2.0,1.73
41,PORTUGAL - LIGA PORTUGAL 2,2025-05-03,12:00,Academico Viseu,Portimonense, ROUND 32,2.2,3.2,3.1,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.98,1.88,1.73,2.0
42,PORTUGAL - LIGA 3,2025-05-03,12:00,Lusitania FC,1º Dezembro, PROMOTION GROUP,1.5,3.8,6.0,1.36,2.9,2.63,1.43,1.02,10.0,1.29,3.4,1.91,1.8,2.0,1.73
43,SINGAPORE - PREMIER LEAGUE,2025-05-03,12:00,Young Lions,Balestier Khalsa, ROUND 33,6.0,5.75,1.29,1.13,6.0,1.62,2.2,1.01,34.0,1.05,11.0,1.2,4.33,1.4,2.75
44,SOUTH KOREA - K LEAGUE 1,2025-05-03,12:00,Gangwon,Suwon FC, ROUND 11,2.3,3.3,3.1,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.1,1.7,1.83,1.83
45,SOUTH KOREA - K LEAGUE 1,2025-05-03,12:00,Seoul,Jeonbuk, ROUND 11,2.25,3.3,3.1,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
46,UKRAINE - PREMIER LEAGUE,2025-05-03,12:00,Ch. Odesa,Shakhtar Donetsk, ROUND 27,17.0,7.0,1.15,1.25,3.75,2.35,1.55,1.02,14.5,1.18,4.5,1.6,2.2,2.6,1.45
47,DENMARK - 1ST DIVISION,2025-05-03,12:30,Esbjerg,Horsens, PROMOTION GROUP,3.0,4.0,2.05,1.25,3.75,2.25,1.57,1.02,19.0,1.17,5.0,1.53,2.4,1.5,2.5
48,DENMARK - 1ST DIVISION,2025-05-03,12:30,Hvidovre IF,Kolding IF, PROMOTION GROUP,2.9,3.2,2.38,1.44,2.63,3.25,1.33,1.07,8.5,1.36,3.0,2.15,1.67,1.83,1.83
49,DENMARK - 1ST DIVISION,2025-05-03,12:30,Odense,Fredericia, PROMOTION GROUP,1.73,3.8,4.33,1.3,3.4,2.5,1.5,1.04,13.0,1.22,4.0,1.7,2.1,1.67,2.1
50,ROMANIA - SUPERLIGA,2025-05-03,12:45,FC Botosani,Unirea Slobozia, RELEGATION GROUP,1.55,4.1,5.75,1.36,3.0,2.75,1.4,1.03,11.0,1.27,3.4,2.0,1.85,2.0,1.73
51,CHINA - JIA LEAGUE,2025-05-03,13:00,Suzhou Dongwu,Nantong Zhiyun, ROUND 7,1.9,3.1,4.0,1.5,2.5,3.2,1.3,1.07,7.0,1.4,2.75,2.25,1.57,2.0,1.73
52,GERMANY - 2. BUNDESLIGA,2025-05-03,13:00,Braunschweig,Dusseldorf, ROUND 32,2.75,3.4,2.45,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.65,2.2,1.53,2.38
53,GERMANY - 2. BUNDESLIGA,2025-05-03,13:00,Darmstadt,Hamburger SV, ROUND 32,2.88,3.6,2.25,1.22,4.0,2.1,1.67,1.02,19.0,1.13,6.0,1.44,2.7,1.4,2.75
54,GERMANY - 2. BUNDESLIGA,2025-05-03,13:00,Ulm,Hannover, ROUND 32,2.7,3.4,2.45,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.88,1.98,1.73,2.0
55,HUNGARY - OTP BANK LIGA,2025-05-03,13:00,Ujpest,Gyor, ROUND 30,2.5,3.4,2.63,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.65,2.2,1.57,2.25
56,KAZAKHSTAN - PREMIER LEAGUE,2025-05-03,13:00,Atyrau,Ordabasy, ROUND 7,3.4,3.1,2.1,1.44,2.63,3.2,1.3,1.07,7.0,1.4,2.75,2.25,1.57,1.91,1.8
57,SWEDEN - SUPERETTAN,2025-05-03,13:00,Sandviken,Oddevold, ROUND 6,2.0,3.6,3.6,1.33,3.25,2.63,1.44,1.04,12.0,1.22,4.0,1.8,2.0,1.67,2.1
58,SWEDEN - SUPERETTAN,2025-05-03,13:00,Sundsvall,Utsikten, ROUND 6,2.45,3.3,2.8,1.4,2.75,3.0,1.36,1.06,9.5,1.3,3.4,2.05,1.8,1.8,1.95
59,ENGLAND - PREMIER LEAGUE,2025-05-03,13:30,Aston Villa,Fulham, ROUND 35,1.75,3.75,4.5,1.3,3.4,2.5,1.5,1.03,13.0,1.19,4.33,1.73,2.1,1.67,2.1
60,CHINA - JIA LEAGUE,2025-05-03,13:30,Chongqing Tonglianglong,Dingnan Ganlian, ROUND 7,1.29,4.75,10.0,1.33,3.0,2.63,1.44,1.05,10.0,1.25,3.75,1.8,1.91,2.25,1.57
61,CHINA - JIA LEAGUE,2025-05-03,13:30,Shenzhen Juniors,Nanjing City, ROUND 7,2.8,3.0,2.5,1.5,2.5,3.2,1.3,1.07,7.0,1.4,2.75,2.2,1.62,1.91,1.8
62,CZECH REPUBLIC - CHANCE LIGA,2025-05-03,13:30,Hradec Kralove,Karvina, 7TH-10TH PLACES,1.83,3.6,3.75,1.36,3.0,2.63,1.44,1.04,13.0,1.25,3.75,1.8,2.0,1.75,2.0
63,CZECH REPUBLIC - CHANCE LIGA,2025-05-03,13:30,Dukla Prague,FK Pardubice, RELEGATION GROUP,1.83,3.6,3.8,1.4,2.75,2.75,1.4,1.05,11.0,1.3,3.4,2.03,1.83,1.91,1.91
64,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,Bristol City,Preston, ROUND 46,1.85,3.5,4.2,1.36,3.0,2.75,1.4,1.06,10.0,1.3,3.5,1.98,1.88,1.8,1.91
65,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,Burnley,Millwall, ROUND 46,1.57,3.8,6.0,1.4,2.75,2.75,1.4,1.06,10.0,1.33,3.4,2.03,1.83,2.0,1.73
66,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,Coventry,Middlesbrough, ROUND 46,2.1,3.8,3.1,1.29,3.5,2.25,1.57,1.03,15.0,1.17,5.0,1.57,2.38,1.5,2.5
67,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,Derby,Stoke, ROUND 46,2.0,3.0,4.33,1.53,2.38,3.5,1.29,1.11,6.5,1.5,2.63,2.5,1.53,2.1,1.67
68,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,Norwich,Cardiff, ROUND 46,1.62,4.33,4.75,1.25,3.75,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.38,1.62,2.2
69,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,Plymouth,Leeds, ROUND 46,9.5,6.25,1.25,1.25,3.75,2.1,1.67,1.02,19.0,1.17,5.0,1.5,2.63,2.0,1.73
70,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,Portsmouth,Hull, ROUND 46,2.8,3.6,2.3,1.36,3.0,2.75,1.4,1.05,11.0,1.3,3.5,1.95,1.9,1.73,2.0
71,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,Sheffield Utd,Blackburn, ROUND 46,2.2,3.5,3.1,1.4,2.75,2.75,1.4,1.06,10.0,1.33,3.4,2.03,1.83,1.8,1.91
72,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,Sunderland,QPR, ROUND 46,1.6,4.1,5.25,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.75,1.93,1.93,1.91,1.8
73,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,Swansea,Oxford Utd, ROUND 46,1.65,4.0,4.75,1.36,3.0,2.75,1.4,1.05,11.0,1.3,3.5,1.95,1.9,1.91,1.8
74,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,Watford,Sheffield Wed, ROUND 46,2.75,3.5,2.4,1.29,3.5,2.38,1.53,1.03,15.0,1.2,4.5,1.62,2.3,1.53,2.38
75,ENGLAND - CHAMPIONSHIP,2025-05-03,13:30,West Brom,Luton, ROUND 46,3.0,3.4,2.3,1.4,2.75,3.0,1.36,1.06,10.0,1.33,3.4,2.05,1.8,1.8,1.91
76,ESTONIA - MEISTRILIIGA,2025-05-03,13:30,Tallinna Kalev,Harju JK Laagri, ROUND 11,2.9,3.4,2.2,1.3,3.2,2.5,1.5,1.01,11.0,1.22,4.0,1.67,2.1,1.53,2.38
77,SPAIN - LALIGA,2025-05-03,14:00,Alaves,Atl. Madrid, ROUND 34,3.7,3.1,2.15,1.53,2.38,3.5,1.29,1.11,6.5,1.5,2.63,2.63,1.5,2.1,1.67
78,FINLAND - VEIKKAUSLIIGA,2025-05-03,14:00,Gnistan,Mariehamn,-,1.6,3.9,5.25,1.33,3.25,2.5,1.5,1.04,13.0,1.22,4.0,1.73,2.08,1.8,1.95
79,GERMANY - 3. LIGA,2025-05-03,14:00,Munich 1860,RW Essen, ROUND 36,2.3,3.4,2.8,1.33,3.25,2.63,1.44,1.04,12.0,1.22,4.0,1.75,2.05,1.62,2.2
80,GERMANY - 3. LIGA,2025-05-03,14:00,Saarbrucken,Verl, ROUND 36,1.85,3.5,3.7,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.8,1.91
81,GERMANY - 3. LIGA,2025-05-03,14:00,Sandhausen,Hansa Rostock, ROUND 36,3.2,3.4,2.05,1.33,3.25,2.5,1.5,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
82,GERMANY - 3. LIGA,2025-05-03,14:00,Stuttgart II,Alemannia Aachen, ROUND 36,2.88,3.2,2.35,1.4,2.75,3.0,1.36,1.06,9.5,1.3,3.4,2.05,1.8,1.8,1.91
83,GERMANY - 3. LIGA,2025-05-03,14:00,Wehen,Dortmund II, ROUND 36,2.15,3.4,3.0,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25
84,INDONESIA - LIGA 1,2025-05-03,14:00,PSS Sleman,PSM Makassar, ROUND 31,4.0,3.4,1.8,1.36,2.9,2.75,1.4,1.02,10.0,1.29,3.4,1.83,1.83,1.73,2.0
85,SERBIA - SUPER LIGA,2025-05-03,14:00,Napredak,Cukaricki, RELEGATION GROUP,2.8,3.1,2.4,1.44,2.63,3.0,1.33,1.05,8.0,1.33,3.0,2.1,1.67,1.8,1.91
86,UKRAINE - PREMIER LEAGUE,2025-05-03,14:30,Inhulets,Dyn. Kyiv, ROUND 27,12.0,5.5,1.25,1.25,3.75,2.35,1.55,1.01,11.0,1.2,4.2,1.6,2.2,2.15,1.65
87,POLAND - EKSTRAKLASA,2025-05-03,14:45,Stal Mielec,Rakow, ROUND 31,4.33,3.6,1.7,1.4,2.75,2.75,1.4,1.06,10.0,1.3,3.4,2.03,1.83,1.95,1.8
88,ITALY - SERIE A,2025-05-03,15:00,Cagliari,Udinese, ROUND 35,2.2,3.2,3.5,1.5,2.5,3.4,1.3,1.08,8.0,1.44,2.75,2.3,1.62,2.0,1.75
89,ITALY - SERIE A,2025-05-03,15:00,Parma,Como, ROUND 35,3.2,3.4,2.25,1.36,3.0,2.63,1.44,1.05,11.0,1.29,3.75,1.9,2.0,1.67,2.1
90,SWEDEN - ALLSVENSKAN,2025-05-03,15:00,Degerfors,Sirius, ROUND 7,2.3,3.5,2.8,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.98,1.88,1.75,2.0
91,SWEDEN - SUPERETTAN,2025-05-03,15:00,Umea FC,Landskrona, ROUND 6,4.1,3.6,1.83,1.33,3.25,2.63,1.44,1.04,12.0,1.22,4.0,1.8,2.0,1.7,2.05
92,SWEDEN - SUPERETTAN,2025-05-03,15:00,Varberg,Helsingborg, ROUND 6,2.35,3.4,2.9,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.75,2.0
93,TURKEY - SUPER LIG,2025-05-03,15:00,Alanyaspor,Kayserispor, ROUND 34,2.05,3.4,3.25,1.33,3.25,2.63,1.44,1.04,12.0,1.22,4.0,1.8,2.0,1.67,2.1
94,TURKEY - SUPER LIG,2025-05-03,15:00,Rizespor,Gaziantep, ROUND 34,1.85,3.6,3.75,1.3,3.4,2.5,1.5,1.04,13.0,1.22,4.0,1.7,2.1,1.62,2.2
95,GERMANY - BUNDESLIGA,2025-05-03,15:30,B. Monchengladbach,Hoffenheim, ROUND 32,2.1,4.0,3.0,1.22,4.0,2.1,1.67,1.02,19.0,1.14,5.5,1.44,2.75,1.4,2.75
96,GERMANY - BUNDESLIGA,2025-05-03,15:30,RB Leipzig,Bayern Munich, ROUND 32,4.75,4.5,1.6,1.18,4.5,1.9,1.95,1.01,23.0,1.08,8.0,1.3,3.5,1.4,2.75
97,GERMANY - BUNDESLIGA,2025-05-03,15:30,St. Pauli,Stuttgart, ROUND 32,2.63,3.5,2.55,1.33,3.25,2.63,1.44,1.05,11.0,1.25,4.0,1.85,2.05,1.67,2.1
98,GERMANY - BUNDESLIGA,2025-05-03,15:30,Union Berlin,Werder Bremen, ROUND 32,2.8,3.4,2.45,1.36,3.0,2.63,1.44,1.05,11.0,1.25,4.0,1.86,2.04,1.67,2.1
99,HUNGARY - OTP BANK LIGA,2025-05-03,15:30,Debrecen,MTK Budapest, ROUND 30,1.83,3.9,3.7,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.53,2.4,1.53,2.38
100,ENGLAND - PREMIER LEAGUE,2025-05-03,16:00,Everton,Ipswich, ROUND 35,1.48,4.33,6.5,1.36,3.0,2.75,1.4,1.03,11.0,1.25,3.75,1.86,1.92,2.05,1.7
101,ENGLAND - PREMIER LEAGUE,2025-05-03,16:00,Leicester,Southampton, ROUND 35,2.3,3.6,2.88,1.3,3.25,2.5,1.47,1.04,13.0,1.22,4.33,1.73,2.1,1.62,2.2
102,BELGIUM - JUPILER PRO LEAGUE,2025-05-03,16:00,Lokeren-Temse,Patro Eisden, RELEGATION,2.75,3.2,2.6,1.4,2.75,2.75,1.4,1.06,10.0,1.29,3.5,1.98,1.83,1.73,2.0
103,BELGIUM - JUPILER PRO LEAGUE,2025-05-03,16:00,Cercle Brugge KSV,Kortrijk, RELEGATION GROUP,1.85,3.6,3.9,1.36,3.0,2.63,1.44,1.05,11.0,1.25,3.75,1.88,1.98,1.75,2.0
104,BULGARIA - PARVA LIGA,2025-05-03,16:00,Beroe,CSKA Sofia, CONFERENCE LEAGUE GROUP,4.33,3.9,1.73,1.44,2.63,3.25,1.33,1.07,9.0,1.4,2.75,2.2,1.65,2.1,1.67
105,CROATIA - HNL,2025-05-03,16:00,Hajduk Split,D. Zagreb, ROUND 33,3.25,3.1,2.25,1.44,2.63,3.0,1.36,1.07,8.5,1.33,3.25,2.08,1.73,1.8,1.91
106,CZECH REPUBLIC - CHANCE LIGA,2025-05-03,16:00,Slavia Prague,Plzen, CHAMPIONSHIP GROUP,1.67,3.6,5.0,1.36,3.0,2.63,1.44,1.05,11.0,1.25,3.75,1.9,1.95,1.8,1.95
107,EGYPT - PREMIER LEAGUE,2025-05-03,16:00,Enppi,El Gouna, RELEGATION GROUP,2.2,2.6,3.8,1.67,2.1,4.33,1.18,1.17,5.0,1.73,2.0,3.25,1.3,2.5,1.5
108,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Blackpool,Bristol Rovers, ROUND 46,1.62,4.0,5.0,1.3,3.4,2.5,1.5,1.04,13.0,1.22,4.0,1.7,2.1,1.75,2.0
109,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Bolton,Stevenage, ROUND 46,2.05,3.4,3.4,1.4,2.75,2.75,1.4,1.06,10.0,1.29,3.5,2.0,1.85,1.8,1.95
110,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Cambridge Utd,Birmingham, ROUND 46,5.75,4.5,1.45,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.91,1.91
111,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Charlton,Burton, ROUND 46,1.55,4.0,5.5,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.95,1.8
112,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Huddersfield,Leyton Orient, ROUND 46,3.9,3.8,1.8,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.67,2.1
113,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Lincoln,Wrexham, ROUND 46,2.88,3.2,2.45,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,2.0,1.85,1.75,2.0
114,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Mansfield,Exeter, ROUND 46,1.9,3.5,3.9,1.33,3.25,2.63,1.44,1.04,12.0,1.22,4.0,1.75,2.05,1.67,2.1
115,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Northampton,Wigan, ROUND 46,2.5,3.25,2.75,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.3,1.6,2.0,1.75
116,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Reading,Barnsley, ROUND 46,1.62,4.0,5.0,1.25,3.75,2.2,1.62,1.03,17.0,1.14,5.5,1.53,2.4,1.57,2.25
117,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Rotherham,Peterborough, ROUND 46,2.0,3.7,3.3,1.25,3.75,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.35,1.5,2.5
118,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Shrewsbury,Crawley, ROUND 46,3.0,3.4,2.25,1.29,3.5,2.38,1.53,1.03,15.0,1.18,4.5,1.62,2.25,1.53,2.38
119,ENGLAND - LEAGUE ONE,2025-05-03,16:00,Wycombe,Stockport County, ROUND 46,2.2,3.25,3.3,1.44,2.63,3.25,1.33,1.08,8.0,1.36,3.0,2.2,1.65,1.95,1.8
120,ENGLAND - LEAGUE TWO,2025-05-03,16:00,Accrington,Chesterfield, ROUND 46,4.75,3.9,1.7,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.83,1.83
121,ENGLAND - LEAGUE TWO,2025-05-03,16:00,Bradford City,Fleetwood, ROUND 46,1.45,4.1,8.0,1.36,3.0,2.75,1.4,1.06,10.0,1.29,3.5,1.93,1.93,2.0,1.73
122,ENGLAND - LEAGUE TWO,2025-05-03,16:00,Bromley,Cheltenham, ROUND 46,1.85,3.75,3.9,1.29,3.5,2.38,1.53,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25
