,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,URUGUAY - LIGA AUF URUGUAYA,2025-05-03,00:00,Boston River,Wanderers, APERTURA,2.5,2.9,2.88,1.53,2.38,3.5,1.29,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73
2,VENEZUELA - LIGA FUTVE,2025-05-03,00:00,Metropolitanos,Carabobo, APERTURA,2.8,3.0,2.5,1.53,2.38,3.3,1.29,1.09,6.0,1.5,2.5,2.5,1.5,2.1,1.67
3,PARAGUAY - COPA DE PRIMERA,2025-05-03,01:15,Recoleta,Guarani, APERTURA,2.75,3.2,2.4,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.3,1.6,2.0,1.73
4,CANADA - CANADIAN PREMIER LEAGUE,2025-05-03,02:00,York Utd,Cavalry,-,3.5,3.5,1.88,1.36,2.88,2.7,1.4,1.03,9.0,1.29,3.3,1.91,1.8,1.8,1.91
5,COLOMBIA - PRIMERA A,2025-05-03,02:00,La Equidad,Alianza, APERTURA,2.0,3.0,4.1,1.53,2.38,3.5,1.29,1.11,6.5,1.44,2.63,2.5,1.5,2.1,1.67
6,ECUADOR - LIGA PRO,2025-05-03,02:00,Dep. Cuenca,Manta, ROUND 11,1.48,4.1,6.25,1.4,2.75,2.75,1.4,1.06,10.0,1.3,3.4,1.98,1.83,2.1,1.67
7,BRAZIL - SERIE A BETANO,2025-05-03,02:30,Sao Paulo,Fortaleza, ROUND 7,1.83,3.25,5.0,1.5,2.5,3.5,1.29,1.1,7.0,1.44,2.75,2.4,1.53,2.2,1.62
8,CHILE - LIGA DE PRIMERA,2025-05-03,02:30,U. Espanola,Cobresal, ROUND 10,2.0,3.4,3.6,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.8,2.0,1.67,2.1
9,PERU - LIGA 1,2025-05-03,02:30,Alianza Lima,Cienciano, APERTURA,1.36,4.33,9.0,1.33,3.25,2.63,1.44,1.04,13.0,1.25,3.75,1.83,2.03,2.1,1.67
10,URUGUAY - LIGA AUF URUGUAYA,2025-05-03,02:30,Defensor Sp.,Penarol, APERTURA,2.8,3.2,2.25,1.44,2.63,3.25,1.33,1.07,9.0,1.4,2.75,2.25,1.62,1.83,1.83
11,VENEZUELA - LIGA FUTVE,2025-05-03,02:30,Puerto Cabello,Dep. Tachira, APERTURA,3.2,2.9,2.3,1.53,2.38,3.4,1.29,1.09,6.0,1.5,2.5,2.5,1.5,2.1,1.67
12,BRAZIL - SERIE B SUPERBET,2025-05-03,02:35,Ferroviaria,Coritiba, ROUND 6,2.5,2.75,3.1,1.62,2.2,4.0,1.22,1.13,6.0,1.62,2.2,2.88,1.4,2.38,1.53
13,COSTA RICA - PRIMERA DIVISION,2025-05-03,03:00,Sporting San Jose,San Carlos, CLAUSURA,2.0,3.2,3.6,1.44,2.63,3.0,1.36,1.06,10.0,1.33,3.25,2.05,1.75,1.83,1.83
14,JAPAN - J1 LEAGUE,2025-05-03,06:00,Sanfrecce Hiroshima,Avispa Fukuoka, ROUND 14,1.85,3.3,4.5,1.5,2.5,3.5,1.29,1.08,8.0,1.44,2.63,2.35,1.57,2.1,1.67
15,JAPAN - J2 LEAGUE,2025-05-03,06:00,Iwaki,Blaublitz, ROUND 13,2.38,3.1,3.1,1.5,2.5,3.4,1.3,1.08,7.5,1.4,2.75,2.35,1.57,2.0,1.73
16,JAPAN - J2 LEAGUE,2025-05-03,06:00,Vegalta Sendai,Renofa Yamaguchi, ROUND 13,2.0,3.1,4.0,1.5,2.5,3.5,1.29,1.1,7.0,1.44,2.63,2.4,1.53,2.1,1.67
17,JAPAN - J2 LEAGUE,2025-05-03,06:30,Kofu,Tokushima, ROUND 13,3.0,2.9,2.5,1.57,2.25,3.75,1.25,1.11,6.5,1.53,2.38,2.7,1.44,2.2,1.62
18,JAPAN - J1 LEAGUE,2025-05-03,07:00,Albirex Niigata,FC Tokyo, ROUND 14,2.15,3.3,3.4,1.44,2.63,3.25,1.33,1.07,8.5,1.36,3.0,2.15,1.67,1.95,1.8
19,JAPAN - J1 LEAGUE,2025-05-03,07:00,Shimizu S-Pulse,Nagoya Grampus, ROUND 14,2.5,2.9,3.1,1.53,2.38,3.75,1.25,1.1,7.0,1.44,2.63,2.5,1.5,2.05,1.7
20,JAPAN - J2 LEAGUE,2025-05-03,07:00,Fujieda MYFC,Mito, ROUND 13,2.75,3.3,2.5,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.4,2.05,1.8,1.8,1.91
21,JAPAN - J2 LEAGUE,2025-05-03,07:00,Imabari,Iwata, ROUND 13,2.15,3.5,3.1,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,1.83,1.83
22,JAPAN - J2 LEAGUE,2025-05-03,07:00,Montedio Yamagata,Hokkaido Consadole Sapporo, ROUND 13,2.2,3.6,3.0,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2
23,JAPAN - J2 LEAGUE,2025-05-03,07:00,Oita Trinita,Kumamoto, ROUND 13,2.5,3.0,2.9,1.53,2.38,3.5,1.29,1.1,7.0,1.44,2.63,2.5,1.5,2.0,1.73
24,JAPAN - J2 LEAGUE,2025-05-03,07:00,Omiya Ardija,Toyama, ROUND 13,1.8,3.5,4.33,1.4,2.75,3.0,1.36,1.06,10.0,1.33,3.25,2.05,1.75,1.83,1.83
25,JAPAN - J2 LEAGUE,2025-05-03,07:00,Sagan Tosu,Chiba, ROUND 13,3.0,3.5,2.25,1.4,2.75,3.0,1.36,1.06,9.5,1.33,3.25,2.05,1.75,1.83,1.83
26,JAPAN - J1 LEAGUE,2025-05-03,08:00,Gamba Osaka,Shonan Bellmare, ROUND 14,2.2,3.2,3.5,1.44,2.63,3.25,1.33,1.07,8.5,1.36,3.0,2.15,1.67,1.91,1.91
27,JAPAN - J1 LEAGUE,2025-05-03,08:00,Kashima Antlers,Machida, ROUND 14,3.0,3.1,2.45,1.53,2.38,3.5,1.29,1.1,7.0,1.44,2.63,2.4,1.53,2.05,1.7
28,JAPAN - J1 LEAGUE,2025-05-03,08:00,Urawa Reds,Verdy, ROUND 14,1.95,3.2,4.2,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.6,1.48,2.2,1.62
29,JAPAN - J1 LEAGUE,2025-05-03,08:00,Vissel Kobe,Okayama, ROUND 14,1.73,3.4,5.25,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.25,1.62,2.1,1.67
30,AUSTRALIA - A-LEAGUE,2025-05-03,09:00,Melbourne City,Sydney FC, ROUND 29,1.9,4.0,3.6,1.25,3.75,2.1,1.67,1.03,17.0,1.14,5.5,1.5,2.63,1.5,2.5
31,CHINA - JIA LEAGUE,2025-05-03,09:00,Dalian K'un City,Guangxi Pingguo Haliao, ROUND 7,1.7,3.3,5.0,1.44,2.63,3.0,1.33,1.05,8.0,1.36,2.88,2.2,1.62,2.0,1.73
32,JAPAN - J2 LEAGUE,2025-05-03,09:00,V-Varen Nagasaki,Ehime, ROUND 13,1.57,4.1,5.25,1.3,3.4,2.5,1.5,1.04,13.0,1.22,4.0,1.7,2.1,1.73,2.0
33,SOUTH KOREA - K LEAGUE 1,2025-05-03,09:30,Daegu,Jeju SK, ROUND 11,2.4,3.4,2.88,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.98,1.88,1.73,2.0
34,SOUTH KOREA - K LEAGUE 1,2025-05-03,09:30,Daejeon,Anyang, ROUND 11,1.83,3.6,4.1,1.4,2.75,3.0,1.36,1.06,10.0,1.33,3.25,2.05,1.75,1.83,1.83
35,AUSTRALIA - A-LEAGUE,2025-05-03,10:00,Western United,Auckland FC, ROUND 29,1.95,3.9,3.5,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.38,1.53,2.38
36,INDONESIA - LIGA 1,2025-05-03,10:30,Persita,PSBS Biak Numfor, ROUND 31,3.25,3.25,2.05,1.36,2.88,2.63,1.43,1.02,10.0,1.29,3.3,1.85,1.85,1.73,2.0
37,AUSTRALIA - A-LEAGUE,2025-05-03,11:35,Macarthur FC,WS Wanderers, ROUND 29,3.5,4.1,1.91,1.17,5.0,1.88,1.93,1.01,23.0,1.08,8.0,1.33,3.4,1.3,3.4
38,JAPAN - J1 LEAGUE,2025-05-03,12:00,Kyoto,Cerezo Osaka, ROUND 14,2.6,3.1,2.8,1.36,3.0,2.63,1.44,1.05,11.0,1.25,3.75,1.88,1.98,1.67,2.1
39,KAZAKHSTAN - PREMIER LEAGUE,2025-05-03,12:00,Ulytau,Kairat Almaty, ROUND 7,10.0,4.75,1.29,1.3,3.2,2.63,1.44,1.02,10.0,1.25,3.75,1.8,1.91,2.25,1.57
