,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,K4XEb2og,2025-03-10,23:00,ARGENTINA - TORNEO BETANO,Gimnasia L.P.,Dep. Riestra,APERTURA ,2.1,2.88,4.2,1.67,2.1,1.11,5.5,1.54,2.25,2.88,1.4,2.38,1.53
2,2,6BMMdOfm,2025-03-10,23:00,MOROCCO - BOTOLA PRO,COD Meknes,Raja Casablanca,ROUND 24,3.4,2.75,2.25,1.57,2.25,1.07,7.0,1.41,2.62,2.5,1.5,2.0,1.73
3,3,Auyi2pXP,2025-03-10,23:00,MOROCCO - BOTOLA PRO,Hassania Agadir,Difaa El Jadidi,ROUND 24,2.8,2.63,2.55,1.57,2.25,1.07,7.0,1.41,2.62,2.4,1.53,2.0,1.73
4,4,bZSlBGAM,2025-03-11,00:00,PERU - LIGA 1,Binacional,Juan Pablo II,APERTURA ,1.3,4.75,10.0,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,2.38,1.53
5,5,bBOL88Qh,2025-03-11,00:00,URUGUAY - LIGA AUF URUGUAYA,Wanderers,Cerro Largo,APERTURA ,2.05,3.25,3.5,1.5,2.37,1.08,7.5,1.44,2.63,2.4,1.53,2.1,1.67
6,6,Mcm7NubU,2025-03-11,00:30,PARAGUAY - COPA DE PRIMERA,Ameliano,Guarani,APERTURA ,2.7,3.1,2.45,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.2,1.62
7,7,bmGC2qyi,2025-03-11,01:00,ECUADOR - LIGA PRO,Orense,Tecnico U.,ROUND 4,2.1,2.88,3.7,1.47,2.5,1.08,8.0,1.4,2.75,2.25,1.62,1.91,1.8
8,8,SdcfeTv1,2025-03-11,01:15,ARGENTINA - TORNEO BETANO,Ind. Rivadavia,Union de Santa Fe,APERTURA ,2.6,2.9,3.1,1.63,2.1,1.13,6.0,1.57,2.25,2.88,1.4,2.25,1.57
9,9,Ei2E0OGt,2025-03-11,01:15,ARGENTINA - TORNEO BETANO,Talleres Cordoba,Rosario Central,APERTURA ,1.91,3.2,4.75,1.54,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.2,1.62
10,10,MFSf2rR1,2025-03-11,12:00,UKRAINE - PREMIER LEAGUE,Oleksandriya,Obolon,ROUND 21,1.4,3.8,7.5,1.45,2.6,1.05,7.0,1.36,2.75,2.15,1.6,2.6,1.44
