,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,PORTUGAL - LIGA PORTUGAL 2,2025-04-30,19:00,Benfica B,Mafra, ROUND 31,1.82,3.5,3.75,1.36,3.0,2.63,1.44,1.05,11.0,1.25,3.75,1.9,1.95,1.73,2.0
2,ARGENTINA - TORNEO BETANO,2025-04-30,00:00,Newells Old Boys,Huracan, APERTURA,2.75,3.0,2.8,1.62,2.2,4.0,1.22,1.13,6.0,1.57,2.25,2.87,1.37,2.25,1.57
3,ARGENTINA - TORNEO BETANO,2025-04-30,00:00,Platense,Talleres Cordoba, APERTURA,2.5,2.9,3.1,1.67,2.1,4.33,1.2,1.14,5.5,1.67,2.1,3.4,1.3,2.5,1.5
4,COLOMBIA - PRIMERA A,2025-04-30,02:30,Atl. Nacional,Dep. Pasto, APERTURA,1.33,4.5,8.5,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,2.25,1.57
5,THAILAND - THAI LEAGUE 1,2025-04-30,13:00,Buriram,Nong Bua Pitchaya, ROUND 30,1.08,8.5,21.0,1.13,5.25,1.67,2.1,1.01,1.01,1.04,8.5,1.22,3.8,2.0,1.73
6,THAILAND - THAI LEAGUE 1,2025-04-30,13:00,Nakhon Pathom,Ratchaburi, ROUND 30,3.3,3.4,2.0,1.3,3.2,2.5,1.5,1.02,10.0,1.22,4.0,1.73,2.0,1.57,2.25
7,THAILAND - THAI LEAGUE 1,2025-04-30,13:00,Port MTI FC,Rayong FC, ROUND 30,1.55,4.33,4.75,1.25,3.6,2.1,1.67,1.01,1.01,1.13,5.25,1.44,2.63,1.53,2.38
8,THAILAND - THAI LEAGUE 1,2025-04-30,13:00,Prachuap,Bangkok Utd, ROUND 30,3.8,3.8,1.75,1.25,3.6,2.2,1.62,1.01,1.01,1.15,4.75,1.53,2.38,1.5,2.4
9,SINGAPORE - PREMIER LEAGUE,2025-04-30,13:45,Lion City,Young Lions, ROUND 20,1.17,7.0,10.0,1.13,5.25,1.65,2.1,1.01,1.01,1.03,9.0,1.2,4.0,1.57,2.25
10,UKRAINE - PREMIER LEAGUE,2025-04-30,14:30,Inhulets,FK Zorya Luhansk, ROUND 16,3.25,3.2,2.05,1.45,2.5,3.1,1.3,1.06,6.5,1.36,2.8,2.1,1.62,1.8,1.91
11,KAZAKHSTAN - PREMIER LEAGUE,2025-04-30,15:00,Atyrau,FC Astana, ROUND 18,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
12,EGYPT - PREMIER LEAGUE,2025-04-30,16:00,Haras El Hodood,Pyramids, CHAMPIONSHIP GROUP,6.5,3.8,1.45,1.44,2.63,3.0,1.33,1.05,8.0,1.36,2.88,2.2,1.62,2.25,1.57
13,LATVIA - VIRSLIGA,2025-04-30,17:00,Tukums 2000,BFC Daugavpils, ROUND 10,2.9,3.2,2.3,1.4,2.75,2.75,1.4,1.04,8.5,1.33,3.0,2.0,1.73,1.75,1.95
14,NORWAY - ELITESERIEN,2025-04-30,18:00,Viking,Haugesund, ROUND 18,1.27,6.0,8.5,1.22,4.0,2.05,1.75,1.01,23.0,1.11,6.5,1.4,2.88,1.8,1.95
15,SLOVENIA - PRVA LIGA,2025-04-30,18:45,Koper,Celje, ROUND 25,3.1,3.3,2.1,1.33,3.0,2.5,1.48,1.02,10.0,1.25,3.6,1.75,1.95,1.65,2.1
16,EGYPT - PREMIER LEAGUE,2025-04-30,19:00,Petrojet,Al Ahly, CHAMPIONSHIP GROUP,7.5,4.0,1.4,1.4,2.75,2.8,1.38,1.03,9.0,1.3,3.25,1.91,1.8,2.2,1.62
17,ENGLAND - LEAGUE ONE,2025-04-30,20:45,Blackpool,Birmingham, ROUND 42,3.6,3.75,1.9,1.36,3.0,2.63,1.44,1.04,12.0,1.29,3.5,1.9,1.95,1.8,1.95
18,ENGLAND - LEAGUE ONE,2025-04-30,20:45,Mansfield,Peterborough, ROUND 42,2.05,3.6,3.25,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.58,2.25,1.57,2.25
19,EUROPE - CHAMPIONS LEAGUE,2025-04-30,21:00,Barcelona,Inter, PLAY OFFS,1.6,4.33,5.0,1.25,3.75,2.25,1.57,1.03,17.0,1.17,5.0,1.53,2.32,1.62,2.2
