,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
20,CHINA - SUPER LEAGUE,2025-04-16,13:00,Zhejiang Professional,Meizhou Hakka, ROUND 7,1.45,4.75,5.75,1.22,4.0,2.1,1.67,1.02,21.0,1.13,6.0,1.44,2.7,1.57,2.25
21,UKRAINE - PREMIER LEAGUE,2025-04-16,13:00,Kryvbas,Shakhtar Donetsk, ROUND 5,5.0,3.85,1.53,1.33,2.95,2.55,1.44,1.03,8.0,1.25,3.4,1.75,1.91,1.8,1.91
22,CHINA - SUPER LEAGUE,2025-04-16,13:35,Chengdu Rongcheng,Yunnan Yukun, ROUND 7,1.33,5.0,9.0,1.29,3.5,2.25,1.57,1.03,15.0,1.17,5.0,1.53,2.4,1.91,1.91
23,CHINA - SUPER LEAGUE,2025-04-16,14:00,Shanghai Shenhua,Qingdao Hainiu, ROUND 7,1.14,7.5,15.0,1.22,4.0,2.1,1.67,1.02,21.0,1.13,6.0,1.44,2.7,2.2,1.62
24,MALAYSIA - SUPER LEAGUE,2025-04-16,14:15,Kuching City FC,Johor DT, ROUND 25,11.0,7.0,1.15,1.15,4.75,1.75,1.95,1.01,1.01,1.05,8.0,1.25,3.6,1.73,2.0
25,KAZAKHSTAN - PREMIER LEAGUE,2025-04-16,16:00,Kairat Almaty,Atyrau, ROUND 4,1.22,5.25,12.0,1.33,3.1,2.4,1.5,1.04,11.0,1.25,3.6,1.73,1.95,2.65,1.41
26,LITHUANIA - A LYGA,2025-04-16,17:30,Banga,Dziugas Telsiai, ROUND 7,2.6,3.1,2.6,1.44,2.63,3.4,1.29,1.09,6.0,1.36,2.88,2.2,1.62,2.1,1.67
27,SLOVENIA - PRVA LIGA,2025-04-16,17:30,Nafta,Maribor, ROUND 27,5.5,4.0,1.5,1.36,2.85,2.5,1.5,1.04,7.5,1.22,4.0,1.67,2.1,1.8,1.91
28,LITHUANIA - A LYGA,2025-04-16,18:00,Kauno Zalgiris,Hegelmann, ROUND 7,2.8,3.2,2.3,1.4,2.75,2.8,1.38,1.05,8.0,1.33,3.0,2.0,1.73,1.8,1.91
29,LITHUANIA - A LYGA,2025-04-16,18:00,Siauliai FA,Riteriai, ROUND 7,2.0,3.3,3.3,1.4,2.75,2.7,1.4,1.03,9.0,1.3,3.25,1.91,1.8,1.8,1.91
30,DENMARK - 1ST DIVISION,2025-04-16,18:30,Hvidovre IF,Fredericia, PROMOTION GROUP,2.63,3.3,2.63,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,1.83,1.83
31,DENMARK - 1ST DIVISION,2025-04-16,18:30,Hobro,Vendsyssel, RELEGATION GROUP,1.95,3.4,3.8,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.2,1.65,2.0,1.73
32,LITHUANIA - A LYGA,2025-04-16,18:30,Dainava Alytus,FK Panevezys, ROUND 7,2.7,3.1,2.5,1.5,2.5,3.6,1.25,1.09,6.0,1.4,2.75,2.2,1.62,2.1,1.65
33,LITHUANIA - A LYGA,2025-04-16,18:30,Zalgiris,Suduva, ROUND 7,1.45,4.0,6.5,1.4,2.75,2.8,1.38,1.04,8.5,1.33,3.0,2.0,1.73,2.2,1.62
34,DENMARK - SUPERLIGA,2025-04-16,19:00,Silkeborg,Aalborg, RELEGATION GROUP,1.75,3.6,4.75,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.67,2.15,1.67,2.1
35,ENGLAND - PREMIER LEAGUE,2025-04-16,20:30,Newcastle,Crystal Palace, ROUND 29,1.67,3.9,5.0,1.33,3.25,2.5,1.5,1.04,13.0,1.22,4.33,1.73,2.1,1.67,2.1
36,PORTUGAL - LIGA 3,2025-04-16,20:45,Covilha,SC Lusitania, RELEGATION GROUP,1.85,3.4,3.75,1.43,2.63,2.9,1.36,1.04,8.5,1.33,3.0,2.05,1.7,1.91,1.8
37,EUROPE - CHAMPIONS LEAGUE,2025-04-16,21:00,Inter,Bayern Munich, PLAY OFFS,2.63,3.6,2.5,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.33,1.73,2.1,1.57,2.25
38,EUROPE - CHAMPIONS LEAGUE,2025-04-16,21:00,Real Madrid,Arsenal, PLAY OFFS,1.75,4.1,4.1,1.29,3.5,2.38,1.53,1.03,15.0,1.17,5.0,1.57,2.38,1.57,2.25
39,COLOMBIA - PRIMERA A,2025-04-16,21:00,Aguilas,U. Magdalena, APERTURA,1.7,3.6,5.0,1.53,2.38,3.75,1.25,1.08,8.0,1.5,2.5,2.4,1.53,2.25,1.57
40,PARAGUAY - COPA DE PRIMERA,2025-04-16,21:00,Ameliano,General Caballero JLM, APERTURA,2.05,3.2,3.6,1.54,2.25,3.75,1.22,1.1,7.0,1.44,2.63,2.4,1.53,2.2,1.62
41,COLOMBIA - PRIMERA A,2025-04-16,23:10,Once Caldas,La Equidad, APERTURA,1.67,3.4,5.75,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.35,1.57,2.25,1.57
42,PARAGUAY - COPA DE PRIMERA,2025-04-16,23:15,Guarani,2 de Mayo, APERTURA,2.1,3.1,3.6,1.54,2.25,3.75,1.22,1.11,6.5,1.5,2.5,2.5,1.5,2.2,1.62
43,BRAZIL - SERIE A BETANO,2025-04-16,23:30,Botafogo RJ,Sao Paulo, ROUND 4,1.85,3.5,4.33,1.5,2.37,3.5,1.25,1.08,8.0,1.44,2.75,2.35,1.57,2.1,1.67
