,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,ObieOE4M,2025-01-12,00:00,MEXICO - LIGA MX,Atl. San Luis,Tigres UANL,CLAUSURA ,3.6,3.4,2.1,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05
2,2,dSiMu3Ej,2025-01-12,02:00,COSTA RICA - PRIMERA DIVISION,San Carlos,Saprissa,CLAUSURA ,2.8,3.25,2.3,1.44,2.63,1.06,10.0,1.3,3.4,2.03,1.78,1.8,1.91
3,3,zijZGWdd,2025-01-12,02:05,MEXICO - LIGA MX,Guadalajara Chivas,Santos Laguna,CLAUSURA ,1.45,4.0,8.0,1.36,3.0,1.05,11.0,1.25,3.75,1.83,2.03,1.95,1.8
4,4,2oIW3F0t,2025-01-12,03:00,COSTA RICA - PRIMERA DIVISION,Alajuelense,Santa Ana,CLAUSURA ,1.48,3.75,6.5,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.83,1.83
5,5,GnTLvzk3,2025-01-12,04:05,MEXICO - LIGA MX,Cruz Azul,Atlas,CLAUSURA ,1.4,4.2,9.0,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,2.1,1.67
6,6,KSkKo1se,2025-01-12,07:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Macarthur FC,ROUND 13,2.7,3.6,2.45,1.25,3.75,1.02,19.0,1.14,5.5,1.53,2.5,1.44,2.63
7,7,GGCovk6E,2025-01-12,09:30,INDONESIA - LIGA 1,Persita,PSIS Semarang,ROUND 18,2.23,3.15,2.9,1.5,2.4,1.07,7.0,1.35,2.95,2.2,1.6,1.93,1.77
8,8,rH9o7meK,2025-01-12,10:15,MALAYSIA - SUPER LEAGUE,Selangor,Kuala Lumpur City,ROUND 18,1.44,4.2,5.75,1.29,3.3,-1.0,-1.0,1.2,4.2,1.61,2.15,1.8,1.91
9,9,EP71ZofE,2025-01-12,11:30,TURKEY - SUPER LIG,Sivasspor,Alanyaspor,ROUND 19,2.8,3.4,2.3,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,1.67,2.1
10,10,xAy9ZdhA,2025-01-12,11:30,TURKEY - 1. LIG,Erzurumspor,Sanliurfaspor,ROUND 19,1.65,3.7,5.25,1.44,2.63,1.06,10.0,1.36,3.0,2.1,1.7,2.1,1.67
11,11,U7GmSEpp,2025-01-12,11:30,TURKEY - 1. LIG,Keciorengucu,Kocaelispor,ROUND 19,3.4,3.25,2.1,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,1.83,1.83
