,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,QXbLmnQ6,2025-01-02,15:00,INDIA - ISL,Mohun Bagan,Hyderabad,ROUND 15,1.29,5.75,9.5,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.5,1.83,1.83
2,2,dAMkbQpC,2025-01-02,16:00,SCOTLAND - PREMIERSHIP,Aberdeen,Ross County,ROUND 21,1.57,3.9,5.75,1.36,3.0,1.03,11.0,1.25,3.75,1.88,1.98,1.91,1.91
3,3,hxGbd4FO,2025-01-02,16:00,SCOTLAND - PREMIERSHIP,Hearts,Motherwell,ROUND 21,1.9,3.5,3.9,1.4,2.75,1.03,11.0,1.25,3.75,1.88,1.98,1.75,2.0
4,4,r1e8G70t,2025-01-02,16:00,SCOTLAND - PREMIERSHIP,Kilmarnock,St. Mirren,ROUND 21,2.2,3.25,3.3,1.44,2.63,1.05,9.0,1.33,3.2,2.1,1.73,1.8,1.95
5,5,4GqHEoVh,2025-01-02,16:00,SCOTLAND - PREMIERSHIP,Rangers,Celtic,ROUND 21,3.6,3.5,2.0,1.3,3.4,1.03,15.0,1.2,4.5,1.67,2.2,1.53,2.38
6,6,jXsPCPa5,2025-01-02,16:00,SCOTLAND - PREMIERSHIP,St Johnstone,Hibernian,ROUND 21,3.8,3.4,2.0,1.4,2.75,1.04,10.0,1.27,3.5,1.98,1.88,1.75,2.0
7,7,nayYA3UH,2025-01-02,18:30,SCOTLAND - PREMIERSHIP,Dundee FC,Dundee Utd,ROUND 21,2.63,3.3,2.63,1.36,3.0,1.03,11.0,1.22,4.0,1.8,2.0,1.62,2.2
8,8,SItBLMfK,2025-01-02,19:00,ISRAEL - LIGAT HA'AL,Maccabi Haifa,Maccabi Bnei Raina,ROUND 16,1.35,4.75,8.0,1.33,3.25,1.04,13.0,1.22,4.0,1.72,2.05,2.0,1.73
9,9,Igbkk3to,2025-01-02,20:45,ENGLAND - LEAGUE TWO,Gillingham,Bromley,ROUND 24,2.4,3.4,2.75,1.5,2.5,1.07,8.5,1.36,3.0,2.2,1.65,1.91,1.8
10,10,G0ninY4F,2025-01-02,20:45,ENGLAND - LEAGUE TWO,Newport,AFC Wimbledon,ROUND 24,4.5,3.8,1.66,1.36,3.0,1.05,11.0,1.25,3.75,1.87,1.92,1.8,1.91
