,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,SOUTH AMERICA - COPA LIBERTADORES,2025-04-24,00:00,Olimpia Asuncion (Par),Penarol (Uru), GROUP STAGE,2.2,3.2,3.5,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.6,1.48,2.1,1.67
2,SOUTH AMERICA - COPA LIBERTADORES,2025-04-24,00:00,SA Bulo Bulo (Bol),Velez Sarsfield (Arg), GROUP STAGE,5.25,3.7,1.67,1.44,2.63,3.0,1.36,1.07,9.0,1.33,3.25,2.05,1.75,2.0,1.75
3,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-24,00:00,Huracan (Arg),America De Cali (Col), GROUP STAGE,1.91,3.2,4.75,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.25,1.57
4,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-24,00:00,U. Espanola (Chi),Fluminense (Bra), GROUP STAGE,2.4,3.0,3.2,1.5,2.5,3.4,1.3,1.08,7.5,1.4,2.75,2.25,1.62,1.91,1.8
5,COLOMBIA - PRIMERA B,2025-04-24,02:00,Barranquilla,Quindio, APERTURA,2.4,3.0,2.9,1.5,2.5,3.4,1.29,1.09,6.0,1.5,2.5,2.38,1.53,2.1,1.65
6,SOUTH AMERICA - COPA LIBERTADORES,2025-04-24,02:30,Estudiantes L.P. (Arg),Botafogo RJ (Bra), GROUP STAGE,2.15,3.2,3.7,1.53,2.38,3.5,1.29,1.08,7.5,1.44,2.63,2.35,1.57,2.0,1.75
7,SOUTH AMERICA - COPA LIBERTADORES,2025-04-24,02:30,Ind. del Valle (Ecu),River Plate (Arg), GROUP STAGE,2.25,3.3,3.3,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.4,1.53,2.05,1.7
8,SOUTH AMERICA - COPA LIBERTADORES,2025-04-24,02:30,Libertad Asuncion (Par),Sao Paulo (Bra), GROUP STAGE,2.9,2.88,2.8,1.62,2.2,4.0,1.22,1.1,6.0,1.54,2.25,2.88,1.4,2.2,1.62
9,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-24,02:30,Caracas (Ven),Atletico-MG (Bra), GROUP STAGE,6.25,3.8,1.57,1.44,2.63,3.0,1.36,1.06,10.0,1.33,3.25,2.08,1.73,2.1,1.67
10,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-24,02:30,Vitoria (Bra),Cerro Largo (Uru), GROUP STAGE,1.45,4.5,7.0,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.98,1.88,2.2,1.62
11,USA - USL CHAMPIONSHIP,2025-04-24,02:30,San Antonio,Colorado Springs,-,2.1,3.3,3.2,1.35,2.95,2.63,1.44,1.03,9.5,1.25,3.75,1.8,1.91,1.68,2.05
12,USA - USL CHAMPIONSHIP,2025-04-24,03:00,New Mexico,Monterey Bay,-,1.7,3.6,4.5,1.36,2.88,2.85,1.36,1.04,9.0,1.3,3.25,1.91,1.8,1.93,1.75
13,SOUTH AMERICA - COPA LIBERTADORES,2025-04-24,04:00,Bucaramanga (Col),Fortaleza (Bra), GROUP STAGE,2.63,2.9,2.9,1.62,2.2,4.0,1.22,1.08,6.5,1.5,2.37,2.7,1.44,2.2,1.62
14,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-24,04:00,Grau (Per),Sp. Luqueno (Par), GROUP STAGE,2.38,3.2,3.1,1.5,2.5,3.5,1.29,1.08,8.0,1.4,2.75,2.35,1.57,2.0,1.73
15,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-24,04:00,Mushuc Runa (Ecu),Union de Santa Fe (Arg), GROUP STAGE,2.35,3.3,3.2,1.5,2.5,3.4,1.3,1.08,8.0,1.36,3.0,2.2,1.65,1.91,1.8
16,SINGAPORE - PREMIER LEAGUE,2025-04-24,13:45,Balestier Khalsa,Hougang, ROUND 32,1.8,4.75,2.9,1.13,6.0,1.62,2.2,1.01,34.0,1.04,13.0,1.17,5.0,1.2,4.33
17,INDONESIA - LIGA 1,2025-04-24,14:00,Arema FC,Madura United, ROUND 28,2.05,3.4,3.1,1.3,3.2,2.4,1.5,1.01,11.0,1.2,4.0,1.67,2.1,1.57,2.25
18,LATVIA - VIRSLIGA,2025-04-24,17:00,Auda,Grobina, ROUND 9,1.22,5.5,11.0,1.22,3.8,2.2,1.62,1.01,1.01,1.13,5.25,1.5,2.5,2.0,1.73
19,SERBIA - SUPER LIGA,2025-04-24,17:00,Sp. Subotica,Napredak, RELEGATION GROUP,2.2,2.9,3.4,1.57,2.25,3.6,1.25,1.09,6.0,1.53,2.38,2.63,1.44,2.2,1.62
20,ICELAND - BESTA DEILD KARLA,2025-04-24,18:00,Vestmannaeyjar,Fram, ROUND 3,2.55,3.4,2.4,1.29,3.3,2.38,1.53,1.03,12.5,1.18,4.33,1.57,2.25,1.5,2.4
21,SERBIA - SUPER LIGA,2025-04-24,18:00,Jedinstvo U.,Cukaricki, RELEGATION GROUP,7.5,4.0,1.4,1.36,2.9,2.75,1.4,1.02,10.0,1.29,3.4,1.83,1.83,2.0,1.73
