,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
0,Brazil Serie B,2025-05-27,00:00:00,9,Criciúma,Coritiba,3.1,1.87,4.2,1.53,2.38,3.6,1.25,11.0,1.02,0.0,0.0,2.2,2.98,3.0,1.05,6.0,1.53,2.4,2.47,1.44,2.15,1.67,1.57,1.38,1.4,2.01,1.39,3.4,13.0,25.0,50.0,1.25,0.75,0.75,1.63
1,Paraguay Division Profesional,2025-05-27,00:00:00,21,Deportivo Recoleta,Sportivo Trinidense,3.6,1.97,2.83,1.4,2.65,3.0,1.35,6.5,1.06,0.0,0.0,2.95,3.2,2.17,1.06,8.0,1.29,3.0,2.07,1.67,1.75,1.83,1.33,1.3,1.36,1.41,1.54,2.95,15.0,40.0,68.0,1.3,1.3,1.4,1.4
2,Brazil Serie C,2025-05-27,00:30:00,7,Guarani,Figueirense,2.45,2.1,4.75,1.42,2.62,3.0,1.33,7.5,1.06,0.0,0.0,1.83,3.3,4.2,1.02,8.1,1.32,2.88,2.11,1.65,1.91,1.74,1.91,1.29,1.33,1.95,1.5,3.45,33.0,34.0,84.0,1.0,0.67,0.33,0.83
3,Brazil Serie C,2025-05-27,00:30:00,7,Brusque,São Bernardo,2.87,1.72,4.2,1.45,2.5,3.0,1.32,8.0,1.06,0.0,0.0,2.24,3.05,3.19,1.08,6.5,1.36,2.9,2.2,1.65,1.8,1.66,1.6,1.32,1.25,1.39,1.39,2.78,0.0,0.0,0.0,2.0,1.83,2.0,1.83
4,Brazil Serie A,2025-05-27,01:00:00,10,Bragantino,Juventude,1.98,2.35,6.0,1.3,3.3,2.45,1.47,5.8,1.11,0.0,0.0,1.5,4.33,6.0,1.04,11.8,1.21,3.6,1.75,2.07,1.85,1.85,2.5,1.21,1.17,1.75,0.84,2.59,23.0,0.0,33.0,2.0,1.89,0.0,0.89
5,Brazil Serie B,2025-05-27,01:00:00,9,Botafogo SP,CRB,3.15,2.0,3.79,1.5,2.35,3.4,1.27,7.8,1.04,0.0,0.0,2.39,3.1,2.8,1.08,6.5,1.42,2.5,2.25,1.53,2.0,1.83,1.5,1.33,1.36,1.31,1.76,3.07,25.0,13.0,63.0,0.5,0.63,1.25,1.88
6,Chile Primera División,2025-05-27,01:30:00,12,Audax Italiano,Huachipato,2.5,2.2,4.33,1.4,2.75,2.75,1.4,8.0,1.08,0.0,0.0,1.94,3.48,3.89,1.06,8.0,1.33,3.1,1.95,1.85,1.8,1.91,1.8,1.25,1.25,1.73,1.33,3.06,9.0,9.0,50.0,2.67,2.0,0.83,1.55
7,Brazil Serie B,2025-05-27,02:00:00,9,Cuiabá,Vila Nova,2.9,1.93,5.2,1.59,2.38,3.6,1.19,8.2,1.01,0.0,0.0,2.0,2.8,3.75,1.06,5.75,1.57,2.25,2.7,1.4,2.3,1.55,1.52,1.36,1.42,1.68,1.34,3.02,13.0,38.0,50.0,1.75,1.5,1.0,2.0
8,Australia New South Wales NPL,2025-05-27,11:30:00,13,St. George Saints,Sydney II,2.5,2.32,2.86,1.22,3.75,2.05,1.7,4.6,1.18,0.0,0.0,2.33,3.84,2.44,1.01,17.0,1.06,5.8,1.5,2.41,1.36,2.7,1.68,1.2,1.25,1.88,1.27,3.15,20.0,13.0,47.0,1.5,1.27,1.0,1.4
9,Vietnam V.League 1,2025-05-27,12:00:00,24,Quang Nam,Hà Nội II,2.9,1.87,3.7,1.45,2.45,3.1,1.3,7.7,1.05,0.0,0.0,2.22,3.0,3.0,1.06,7.5,1.37,2.8,2.15,1.62,1.91,1.83,1.4,1.34,1.32,1.39,1.18,2.57,23.0,23.0,60.0,1.09,0.96,1.64,1.52
12,South Korea K League 1,2025-05-27,12:30:00,16,Daegu,Jeonbuk Motors,4.0,2.25,2.35,1.33,3.0,2.6,1.44,6.4,1.05,0.0,0.0,3.72,3.6,1.74,1.04,10.0,1.25,3.9,1.75,1.95,1.7,2.0,1.25,1.2,1.93,1.86,1.19,3.05,0.0,22.0,36.0,1.29,0.73,2.29,1.93
10,South Korea K League 1,2025-05-27,12:30:00,16,Suwon,Jeju United,2.8,2.1,3.5,1.38,2.8,2.8,1.38,6.85,1.04,0.0,0.0,2.13,3.28,2.9,1.05,9.5,1.3,3.45,1.9,1.8,1.7,2.0,1.62,1.25,1.35,1.88,1.59,3.47,7.0,43.0,64.0,1.71,1.0,0.43,0.87
11,South Korea K League 1,2025-05-27,12:30:00,16,Daejeon Citizen,Pohang Steelers,2.62,2.15,3.65,1.36,2.9,2.65,1.42,6.75,1.04,0.0,0.0,2.01,3.37,3.07,1.05,9.5,1.28,3.55,1.82,1.88,1.7,2.0,1.7,1.25,1.3,1.35,1.53,2.88,15.0,20.0,55.0,1.75,1.94,1.29,1.47
13,Vietnam V.League 1,2025-05-27,13:00:00,24,FLC Thanh Hoa,Binh Dinh,2.4,2.05,4.1,1.37,2.75,2.86,1.37,6.4,1.08,0.0,0.0,1.88,3.45,3.6,1.03,9.0,1.27,3.4,1.9,1.8,1.7,1.97,1.8,0.0,1.17,1.44,0.87,2.31,32.0,23.0,68.0,1.36,1.3,0.73,0.91
14,Estonia Meistriliiga,2025-05-27,17:00:00,14,Tammeka,Tallinna Kalev,2.7,2.25,3.0,1.24,3.42,2.2,1.61,5.0,1.12,0.0,0.0,2.2,3.5,2.62,1.03,15.0,1.15,4.75,1.5,2.38,1.44,2.62,1.55,1.25,1.25,1.07,1.69,2.76,42.0,17.0,42.0,0.5,0.54,0.17,0.54
15,Estonia Meistriliiga,2025-05-27,17:00:00,14,Kuressaare,Tallinna FC Flora,5.3,2.54,1.61,1.25,3.95,2.1,1.6,4.3,1.16,0.0,0.0,10.0,6.0,1.23,1.03,14.9,1.11,5.3,1.47,2.5,1.95,1.75,1.05,1.15,3.8,1.52,2.25,3.77,17.0,25.0,42.0,1.5,1.0,2.67,2.23
16,Algeria Ligue 1,2025-05-27,18:00:00,27,El Bayadh,CS Constantine,3.78,1.95,3.1,1.53,2.25,3.3,1.29,9.0,1.03,0.0,0.0,2.8,3.05,2.4,1.08,7.0,1.48,2.6,2.33,1.53,2.0,1.73,1.36,1.3,1.35,1.49,1.2,2.69,13.0,20.0,40.0,1.62,1.35,1.0,1.38
17,Estonia Meistriliiga,2025-05-27,18:00:00,14,Trans,Harju Jalgpallikool,1.85,2.6,5.25,1.25,3.7,2.19,1.62,4.9,1.17,0.0,0.0,1.42,4.5,6.19,1.01,14.4,1.13,5.2,1.48,2.5,1.62,2.2,2.6,1.21,1.13,1.66,1.27,2.93,36.0,22.0,50.0,1.71,1.92,1.14,1.08
18,Sweden Superettan,2025-05-27,19:00:00,10,Sandviken,GIF Sundsvall,2.1,2.3,4.75,1.3,3.2,2.4,1.5,5.6,1.08,0.0,0.0,1.58,3.83,4.4,1.04,11.0,1.22,4.33,1.65,2.1,1.65,2.05,2.2,1.2,1.18,2.0,1.23,3.23,0.0,13.0,38.0,1.75,1.22,1.75,1.22
19,Sweden Superettan,2025-05-27,19:00:00,10,Trelleborg,Helsingborg,2.85,2.15,3.3,1.35,2.95,2.62,1.42,6.15,1.06,0.0,0.0,2.22,3.39,2.67,1.05,10.0,1.25,3.85,1.76,1.94,1.62,2.1,1.57,1.25,1.42,1.88,1.31,3.19,13.0,13.0,13.0,0.75,0.78,1.0,1.11
20,Algeria Ligue 1,2025-05-27,20:00:00,27,CR Belouizdad,Paradou AC,1.64,2.62,7.5,1.25,3.6,2.28,1.57,4.75,1.16,0.0,0.0,1.19,5.11,8.94,1.0,13.5,1.15,4.6,1.5,2.35,1.95,1.75,3.75,1.12,1.05,1.61,1.21,2.82,13.0,32.0,50.0,1.92,1.73,1.46,1.54
21,Algeria Ligue 1,2025-05-27,20:00:00,27,JS Saoura,MC Alger,4.0,2.15,2.62,1.45,2.5,2.88,1.36,8.5,1.06,0.0,0.0,3.65,3.35,1.97,1.04,8.7,1.33,2.97,2.07,1.67,1.8,1.91,1.29,1.27,1.33,1.46,1.31,2.77,15.0,23.0,50.0,2.15,1.35,2.15,2.0
