,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
20,Spain La Liga,2025-05-13,20:00:00,36,Real Sociedad,Celta de Vigo,3.0,2.1,3.6,1.4,2.75,3.0,1.36,8.0,1.08,0.0,0.0,2.3,3.3,3.1,1.06,8.5,1.33,3.25,2.0,1.8,1.8,1.95,1.6,1.28,1.36,1.43,1.33,2.76,24.0,36.0,53.0,1.41,1.23,0.76,1.4
32,Italy Serie B,2025-05-13,20:30:00,34,Spezia,Cosenza,1.91,2.38,7.5,1.36,3.0,2.63,1.44,7.0,1.1,0.0,0.0,1.47,4.4,6.2,1.04,10.0,1.25,3.9,1.79,1.95,2.05,1.7,2.9,1.14,1.08,1.93,1.36,3.29,17.0,23.0,59.0,2.06,1.7,0.67,0.92
31,Italy Serie B,2025-05-13,20:30:00,34,Südtirol,Bari 1908,3.25,2.0,3.6,1.5,2.5,3.5,1.29,10.0,1.06,0.0,0.0,2.57,2.97,2.9,1.1,6.5,1.44,2.75,1.98,1.77,1.91,1.91,1.48,1.33,1.38,1.44,1.37,2.81,36.0,22.0,64.0,1.33,1.22,0.94,1.27
30,Italy Serie B,2025-05-13,20:30:00,34,Cittadella,Salernitana,3.6,2.0,3.25,1.5,2.5,3.4,1.3,10.0,1.06,0.0,0.0,3.09,3.17,2.32,1.09,7.0,1.42,2.8,1.94,1.8,1.91,1.91,1.38,1.33,1.48,1.43,1.19,2.62,9.0,25.0,39.0,0.89,1.08,0.44,1.05
29,Italy Serie B,2025-05-13,20:30:00,34,Pisa,Cremonese,3.0,2.1,3.75,1.4,2.75,3.0,1.36,9.0,1.07,0.0,0.0,2.49,3.18,2.83,1.06,8.5,1.33,3.25,1.98,1.77,1.8,1.95,1.62,1.28,1.35,1.63,1.55,3.18,25.0,28.0,59.0,2.22,1.92,1.78,1.65
28,Italy Serie B,2025-05-13,20:30:00,34,Palermo,Carrarese,2.3,2.25,5.0,1.36,3.0,2.63,1.44,7.0,1.1,0.0,0.0,1.81,3.64,4.1,1.05,9.5,1.25,3.7,1.8,1.94,1.75,2.0,2.1,1.22,1.18,1.75,1.18,2.93,17.0,23.0,50.0,1.56,1.38,0.5,1.19
27,Italy Serie B,2025-05-13,20:30:00,34,Modena,Cesena,3.0,2.0,4.0,1.5,2.5,3.5,1.29,11.0,1.05,0.0,0.0,2.27,3.15,3.2,1.1,6.5,1.45,2.7,1.95,1.79,1.95,1.8,1.6,1.33,1.3,1.46,1.29,2.75,31.0,25.0,64.0,1.44,1.22,1.06,1.35
24,Italy Serie B,2025-05-13,20:30:00,34,Juve Stabia,Sampdoria,3.1,1.95,4.0,1.53,2.38,3.5,1.29,11.0,1.05,0.0,0.0,2.61,3.06,2.78,1.1,6.5,1.45,2.7,2.1,1.6,2.0,1.75,1.57,1.33,1.3,1.4,1.3,2.7,20.0,34.0,64.0,1.83,1.46,0.83,1.08
25,Italy Serie B,2025-05-13,20:30:00,34,Mantova,Catanzaro,3.0,2.1,3.5,1.4,2.75,3.0,1.36,8.0,1.08,0.0,0.0,2.58,3.28,2.65,1.06,8.5,1.33,3.25,1.8,1.94,1.7,2.05,1.53,1.28,1.4,1.51,1.22,2.73,14.0,31.0,50.0,1.67,1.16,1.22,1.41
23,Italy Serie B,2025-05-13,20:30:00,34,Sassuolo,Frosinone,2.25,2.3,5.0,1.33,3.25,2.63,1.44,6.5,1.11,0.0,0.0,1.65,3.96,4.7,1.05,9.5,1.25,3.8,1.79,1.95,1.7,2.05,2.1,1.22,1.17,1.7,1.27,2.97,14.0,20.0,50.0,2.44,2.22,1.0,1.08
22,Switzerland Super League,2025-05-13,20:30:00,36,Sion,St. Gallen,2.9,2.15,3.2,1.33,3.0,2.45,1.48,5.75,1.07,0.0,0.0,2.34,3.21,2.63,1.05,9.5,1.21,4.08,1.67,2.0,1.55,2.25,1.53,1.25,1.42,1.63,1.43,3.06,32.0,24.0,65.0,1.65,1.14,1.0,1.38
21,Switzerland Super League,2025-05-13,20:30:00,36,Zürich,Winterthur,1.95,2.5,4.75,1.25,3.55,2.2,1.6,4.7,1.12,0.0,0.0,1.46,4.4,4.8,1.03,11.0,1.14,5.2,1.52,2.43,1.62,2.1,2.4,1.15,1.15,1.69,1.28,2.97,25.0,36.0,59.0,1.44,1.43,0.72,1.03
26,Italy Serie B,2025-05-13,20:30:00,34,Brescia,Reggiana,3.1,1.95,4.0,1.53,2.38,3.5,1.29,11.0,1.05,0.0,0.0,2.33,3.12,3.12,1.1,6.5,1.45,2.7,1.98,1.77,2.0,1.75,1.57,1.3,1.33,1.67,1.3,2.97,17.0,28.0,59.0,1.0,1.08,1.11,1.19
33,England Championship,2025-05-13,21:00:00,0,Sunderland,Coventry City,2.88,2.1,4.0,1.44,2.63,3.0,1.36,9.0,1.07,0.0,0.0,2.1,3.4,3.22,1.01,9.1,1.32,3.32,2.1,1.73,1.83,1.83,1.65,1.35,1.3,1.46,1.5,2.96,16.0,20.0,50.0,1.68,1.68,1.47,1.47
34,Spain La Liga,2025-05-13,21:30:00,36,Sevilla FC,UD Las Palmas,2.3,2.2,5.5,1.4,2.75,2.75,1.4,8.0,1.08,0.0,0.0,1.7,3.8,4.75,1.05,9.0,1.3,3.35,2.0,1.8,1.95,1.8,2.1,1.22,1.17,1.52,1.04,2.56,24.0,30.0,65.0,1.24,1.09,0.88,0.91
