,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
11,INDONESIA - LIGA 1,2025-05-02,14:00,Malut United,Persib Bandung, ROUND 31,2.7,3.1,2.5,1.4,2.75,2.8,1.38,1.04,8.5,1.3,3.25,1.91,1.8,1.73,2.0
12,LATVIA - VIRSLIGA,2025-05-02,14:00,Metta,FK Liepaja, ROUND 10,3.4,3.6,1.9,1.4,2.7,2.5,1.5,1.03,9.0,1.22,4.0,1.67,2.1,1.57,2.25
13,SINGAPORE - PREMIER LEAGUE,2025-05-02,14:15,DPMM,Tanjong Pagar, ROUND 33,1.45,5.25,4.5,1.14,5.5,1.73,2.0,1.01,34.0,1.06,10.0,1.25,4.0,1.36,3.0
14,UKRAINE - PREMIER LEAGUE,2025-05-02,14:30,Livyi Bereg,Karpaty Lviv, ROUND 27,3.75,3.2,2.0,1.6,2.2,4.0,1.22,1.1,6.25,1.55,2.35,2.6,1.45,2.2,1.6
15,EGYPT - PREMIER LEAGUE,2025-05-02,16:00,Smouha,El Ismaily, RELEGATION GROUP,2.2,2.7,3.8,1.73,2.0,4.0,1.2,1.17,5.0,1.73,2.0,3.25,1.3,2.5,1.5
16,BULGARIA - PARVA LIGA,2025-05-02,16:30,Slavia Sofia,CSKA 1948 Sofia, RELEGATION GROUP,2.25,3.1,2.8,1.4,2.75,2.75,1.4,1.06,10.0,1.29,3.5,2.0,1.85,1.73,2.0
17,ROMANIA - SUPERLIGA,2025-05-02,16:30,Poli Iasi,Sepsi Sf. Gheorghe, RELEGATION GROUP,2.75,3.0,2.38,1.4,2.75,2.75,1.4,1.06,9.5,1.3,3.4,2.03,1.83,1.73,2.0
18,FINLAND - VEIKKAUSLIIGA,2025-05-02,17:00,Haka,Jaro,-,2.05,3.5,3.3,1.36,3.0,2.63,1.44,1.04,12.0,1.25,3.75,1.85,2.0,1.7,2.05
19,FINLAND - VEIKKAUSLIIGA,2025-05-02,17:00,KTP,AC Oulu,-,2.2,3.7,2.8,1.29,3.5,2.38,1.53,1.03,15.0,1.18,4.5,1.6,2.3,1.53,2.38
20,FINLAND - VEIKKAUSLIIGA,2025-05-02,17:00,VPS,Ilves,-,3.2,3.8,1.95,1.25,3.75,2.2,1.62,1.02,19.0,1.14,5.5,1.5,2.5,1.5,2.5
21,UKRAINE - PREMIER LEAGUE,2025-05-02,17:00,Rukh Lviv,Kryvbas, ROUND 27,3.1,3.1,2.4,1.5,2.45,3.25,1.3,1.08,7.0,1.45,2.6,2.35,1.55,1.95,1.8
22,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-05-02,17:50,Al Ettifaq,Al Khaleej, ROUND 30,1.95,3.6,3.0,1.3,3.4,2.5,1.5,1.03,10.0,1.2,4.33,1.67,2.15,1.62,2.2
23,AUSTRIA - 2. LIGA,2025-05-02,18:00,Amstetten,A. Lustenau, ROUND 27,2.2,3.4,2.8,1.33,3.0,2.63,1.44,1.02,10.0,1.25,3.75,1.8,1.91,1.62,2.2
24,AUSTRIA - 2. LIGA,2025-05-02,18:00,Bregenz,SK Rapid II, ROUND 27,2.55,3.8,2.3,1.22,3.8,2.0,1.73,1.02,16.0,1.11,5.5,1.4,2.75,1.36,2.88
25,AUSTRIA - 2. LIGA,2025-05-02,18:00,Horn,Lafnitz, ROUND 27,2.1,3.4,3.0,1.29,3.3,2.38,1.53,1.03,13.0,1.18,4.33,1.57,2.25,1.5,2.5
26,AUSTRIA - 2. LIGA,2025-05-02,18:00,Liefering,ASK Voitsberg, ROUND 27,2.6,3.6,2.3,1.29,3.3,2.38,1.53,1.01,11.0,1.2,4.33,1.62,2.2,1.53,2.38
27,AUSTRIA - 2. LIGA,2025-05-02,18:00,Stripfing,Floridsdorfer AC, ROUND 27,2.8,3.0,2.5,1.44,2.63,3.0,1.33,1.05,8.0,1.36,2.88,2.2,1.62,1.83,1.83
28,CROATIA - HNL,2025-05-02,18:00,Varazdin,Sibenik, ROUND 33,1.8,3.3,4.75,1.5,2.5,3.5,1.29,1.1,7.0,1.44,2.63,2.4,1.53,2.2,1.62
29,ESTONIA - MEISTRILIIGA,2025-05-02,18:00,Parnu JK Vaprus,Flora, ROUND 11,7.5,4.5,1.35,1.29,3.3,2.38,1.53,1.01,11.0,1.2,4.33,1.62,2.2,1.83,1.83
30,LITHUANIA - A LYGA,2025-05-02,18:00,Siauliai FA,Hegelmann, ROUND 10,3.1,3.1,2.2,1.4,2.75,2.8,1.38,1.04,8.5,1.33,3.0,2.0,1.73,1.8,1.91
31,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-05-02,18:05,Al Fayha,Damac, ROUND 30,2.15,3.0,3.6,1.5,2.5,3.4,1.3,1.08,7.0,1.36,3.0,2.2,1.65,2.0,1.73
32,DENMARK - 1ST DIVISION,2025-05-02,18:30,Hobro,Hillerod, RELEGATION GROUP,3.1,3.5,2.15,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.95,1.9,1.73,2.0
33,GERMANY - 2. BUNDESLIGA,2025-05-02,18:30,Magdeburg,Preussen Munster, ROUND 32,1.5,4.75,5.5,1.22,4.0,2.05,1.75,1.01,23.0,1.11,6.5,1.4,2.88,1.53,2.38
34,GERMANY - 2. BUNDESLIGA,2025-05-02,18:30,Schalke,Paderborn, ROUND 32,3.4,3.4,2.05,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.65,2.2,1.53,2.38
35,SERBIA - SUPER LIGA,2025-05-02,18:30,OFK Beograd,Vojvodina, CHAMPIONSHIP GROUP,2.6,3.3,2.4,1.33,3.0,2.5,1.5,1.02,10.0,1.22,4.0,1.67,2.1,1.57,2.25
36,BULGARIA - PARVA LIGA,2025-05-02,19:00,Lok. Plovdiv,Lok. Sofia, RELEGATION GROUP,1.83,3.4,4.33,1.44,2.63,3.0,1.36,1.07,9.0,1.33,3.25,2.08,1.73,1.91,1.8
37,DENMARK - SUPERLIGA,2025-05-02,19:00,Randers FC,Nordsjaelland, CHAMPIONSHIP GROUP,2.38,3.6,2.7,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.65,2.2,1.53,2.38
38,DENMARK - 1ST DIVISION,2025-05-02,19:00,B.93,Vendsyssel, RELEGATION GROUP,2.8,3.7,2.25,1.33,3.25,2.5,1.5,1.04,13.0,1.22,4.0,1.7,2.1,1.62,2.2
39,EGYPT - PREMIER LEAGUE,2025-05-02,19:00,ZED,El Gaish, RELEGATION GROUP,2.4,2.6,3.4,1.62,2.2,3.6,1.25,1.17,5.0,1.62,2.2,2.88,1.36,2.25,1.57
40,FINLAND - VEIKKAUSLIIGA,2025-05-02,19:00,KuPS,SJK,-,1.91,3.4,3.7,1.36,3.0,2.63,1.44,1.05,11.0,1.29,3.5,1.93,1.93,1.75,2.0
41,GERMANY - 3. LIGA,2025-05-02,19:00,VfL Osnabruck,Viktoria Koln, ROUND 36,2.05,3.4,3.3,1.33,3.25,2.63,1.44,1.04,12.0,1.25,3.75,1.83,2.03,1.67,2.1
42,NORWAY - ELITESERIEN,2025-05-02,19:00,HamKam,KFUM Oslo, ROUND 5,2.63,3.25,2.63,1.44,2.63,3.25,1.33,1.07,8.5,1.36,3.0,2.15,1.67,1.91,1.91
43,PORTUGAL - LIGA PORTUGAL 2,2025-05-02,19:00,Leiria,Oliveirense, ROUND 32,1.8,3.4,4.5,1.33,3.25,2.63,1.44,1.05,11.0,1.25,3.75,1.83,2.03,1.73,2.0
44,TURKEY - SUPER LIG,2025-05-02,19:00,Antalyaspor,Konyaspor, ROUND 34,2.38,3.4,2.8,1.36,3.0,2.63,1.44,1.05,11.0,1.25,3.75,1.88,1.98,1.67,2.1
45,AUSTRIA - BUNDESLIGA,2025-05-02,19:30,Grazer AK,A. Klagenfurt, RELEGATION GROUP,2.2,3.2,3.4,1.33,3.25,2.63,1.44,1.05,11.0,1.25,3.75,1.85,1.95,1.62,2.2
46,ROMANIA - SUPERLIGA,2025-05-02,19:30,Univ. Craiova,FC Rapid Bucuresti, CHAMPIONSHIP GROUP,1.73,3.6,3.9,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.73,2.0
47,SWITZERLAND - CHALLENGE LEAGUE,2025-05-02,19:30,Stade Nyonnais,Vaduz, ROUND 33,2.2,3.6,2.7,1.29,3.3,2.38,1.53,1.01,11.0,1.2,4.33,1.62,2.2,1.53,2.38
48,FRANCE - LIGUE 2,2025-05-02,20:00,AC Ajaccio,Lorient, ROUND 33,6.0,3.9,1.55,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.4,2.03,1.83,2.1,1.67
49,FRANCE - LIGUE 2,2025-05-02,20:00,Amiens,Pau FC, ROUND 33,2.8,3.4,2.4,1.33,3.25,2.5,1.5,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2
50,FRANCE - LIGUE 2,2025-05-02,20:00,Caen,Red Star, ROUND 33,2.4,3.2,2.6,1.36,3.0,2.63,1.44,1.05,11.0,1.25,3.75,1.88,1.98,1.67,2.1
51,FRANCE - LIGUE 2,2025-05-02,20:00,Clermont,Annecy, ROUND 33,2.4,3.2,3.0,1.4,2.75,3.0,1.36,1.06,10.0,1.33,3.25,2.08,1.73,1.8,1.91
52,FRANCE - LIGUE 2,2025-05-02,20:00,Dunkerque,Laval, ROUND 33,1.65,3.75,5.0,1.36,3.0,2.75,1.4,1.06,10.0,1.29,3.5,1.95,1.9,1.83,1.83
53,FRANCE - LIGUE 2,2025-05-02,20:00,Grenoble,Troyes, ROUND 33,3.1,3.2,2.3,1.4,2.75,3.0,1.36,1.06,10.0,1.29,3.5,2.0,1.85,1.8,1.91
54,FRANCE - LIGUE 2,2025-05-02,20:00,Guingamp,Bastia, ROUND 33,1.7,3.75,4.75,1.4,2.75,2.75,1.4,1.05,11.0,1.3,3.4,2.03,1.83,1.91,1.8
55,FRANCE - LIGUE 2,2025-05-02,20:00,Martigues,Paris FC, ROUND 33,6.25,4.75,1.45,1.3,3.4,2.5,1.5,1.03,15.0,1.22,4.0,1.7,2.1,1.83,1.83
56,FRANCE - LIGUE 2,2025-05-02,20:00,Metz,Rodez, ROUND 33,1.62,4.0,5.0,1.29,3.5,2.25,1.57,1.03,15.0,1.17,5.0,1.6,2.3,1.67,2.1
57,NETHERLANDS - EERSTE DIVISIE,2025-05-02,20:00,De Graafschap,Telstar, ROUND 37,2.15,3.75,2.9,1.22,4.0,2.1,1.67,1.02,21.0,1.13,6.0,1.44,2.7,1.4,2.75
58,NETHERLANDS - EERSTE DIVISIE,2025-05-02,20:00,Den Bosch,Helmond, ROUND 37,2.0,3.25,3.2,1.3,3.4,2.5,1.5,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25
59,NETHERLANDS - EERSTE DIVISIE,2025-05-02,20:00,Den Haag,Cambuur, ROUND 37,2.0,3.75,3.3,1.25,3.75,2.1,1.67,1.02,19.0,1.14,5.5,1.5,2.5,1.44,2.63
60,NETHERLANDS - EERSTE DIVISIE,2025-05-02,20:00,Eindhoven FC,Jong AZ, ROUND 37,2.45,3.7,2.5,1.25,3.75,2.2,1.62,1.02,19.0,1.14,5.5,1.5,2.5,1.44,2.63
61,NETHERLANDS - EERSTE DIVISIE,2025-05-02,20:00,Excelsior,Jong PSV, ROUND 37,1.17,8.5,11.0,1.13,6.0,1.67,2.1,1.01,34.0,1.05,11.0,1.2,4.33,1.62,2.2
62,NETHERLANDS - EERSTE DIVISIE,2025-05-02,20:00,FC Emmen,Venlo, ROUND 37,1.53,4.1,4.75,1.25,3.75,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.35,1.62,2.2
63,NETHERLANDS - EERSTE DIVISIE,2025-05-02,20:00,FC Volendam,Roda, ROUND 37,1.6,4.5,4.33,1.18,4.5,1.95,1.85,1.01,26.0,1.1,7.0,1.33,3.4,1.4,2.75
64,NETHERLANDS - EERSTE DIVISIE,2025-05-02,20:00,Jong Utrecht,Dordrecht, ROUND 37,4.33,4.2,1.67,1.25,3.75,2.1,1.67,1.02,19.0,1.14,5.5,1.48,2.6,1.53,2.38
65,NETHERLANDS - EERSTE DIVISIE,2025-05-02,20:00,Maastricht,Jong Ajax, ROUND 37,2.05,3.9,3.1,1.2,4.33,2.03,1.78,1.01,23.0,1.11,6.5,1.4,2.88,1.36,3.0
66,NETHERLANDS - EERSTE DIVISIE,2025-05-02,20:00,Oss,Vitesse, ROUND 37,3.4,3.5,2.05,1.3,3.4,2.5,1.5,1.04,13.0,1.2,4.33,1.67,2.15,1.57,2.25
67,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-05-02,20:00,Al Qadisiya,Al Kholood, ROUND 30,1.3,5.0,8.0,1.25,3.75,2.2,1.62,1.01,17.0,1.14,5.0,1.5,2.5,1.83,1.83
68,SLOVENIA - PRVA LIGA,2025-05-02,20:15,Nafta,Bravo, ROUND 33,3.1,3.3,2.1,1.36,2.88,2.9,1.36,1.04,8.5,1.33,3.0,2.0,1.73,1.8,1.91
69,SWITZERLAND - CHALLENGE LEAGUE,2025-05-02,20:15,Etoile-Carouge,Lausanne Ouchy, ROUND 33,2.2,3.4,2.9,1.29,3.3,2.38,1.53,1.01,11.0,1.2,4.33,1.62,2.2,1.53,2.38
70,SWITZERLAND - CHALLENGE LEAGUE,2025-05-02,20:15,Thun,Aarau, ROUND 33,1.9,3.4,3.6,1.3,3.2,2.5,1.5,1.02,10.0,1.22,4.0,1.73,2.0,1.62,2.2
71,GERMANY - BUNDESLIGA,2025-05-02,20:30,Heidenheim,Bochum, ROUND 32,2.3,3.4,3.1,1.33,3.25,2.63,1.44,1.05,11.0,1.22,4.33,1.8,2.0,1.62,2.2
72,ARGENTINA - TORNEO BETANO,2025-05-02,20:30,Argentinos Jrs,Estudiantes L.P., APERTURA,2.05,3.3,3.7,1.53,2.38,3.5,1.29,1.1,7.0,1.5,2.5,2.5,1.5,2.2,1.62
73,ARGENTINA - TORNEO BETANO,2025-05-02,20:30,Banfield,Central Cordoba, APERTURA,2.3,3.2,3.25,1.53,2.38,3.5,1.29,1.1,7.0,1.5,2.5,2.5,1.5,2.05,1.7
74,ARGENTINA - TORNEO BETANO,2025-05-02,20:30,Ind. Rivadavia,Defensa y Justicia, APERTURA,2.5,2.9,3.1,1.53,2.38,3.5,1.29,1.1,7.0,1.44,2.63,2.5,1.5,2.05,1.7
75,ARGENTINA - TORNEO BETANO,2025-05-02,20:30,Racing Club,Newells Old Boys, APERTURA,2.15,3.4,3.5,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.2,1.65,2.0,1.75
76,AUSTRIA - 2. LIGA,2025-05-02,20:30,Ried,Admira, ROUND 27,1.85,3.2,4.0,1.44,2.63,3.2,1.3,1.07,7.0,1.4,2.75,2.25,1.57,2.0,1.73
77,SPAIN - LALIGA2,2025-05-02,20:30,Cordoba,Cadiz CF, ROUND 38,2.0,3.3,3.8,1.4,2.75,2.75,1.4,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.91
78,FRANCE - LIGUE 1,2025-05-02,20:45,Nice,Reims, ROUND 32,1.44,4.5,6.5,1.29,3.5,2.25,1.57,1.03,15.0,1.2,4.5,1.62,2.3,1.75,2.0
79,ITALY - SERIE A,2025-05-02,20:45,Torino,Venezia, ROUND 35,2.3,3.0,3.6,1.5,2.5,3.5,1.29,1.1,7.0,1.44,2.75,2.38,1.57,2.0,1.75
80,BELGIUM - JUPILER PRO LEAGUE,2025-05-02,20:45,Westerlo,Dender, CONFERENCE LEAGUE GROUP,1.62,4.1,4.75,1.25,3.75,2.1,1.67,1.02,19.0,1.14,5.5,1.5,2.5,1.53,2.38
81,IRELAND - PREMIER DIVISION,2025-05-02,20:45,Bohemians,Waterford, ROUND 13,1.62,3.9,5.25,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.95,1.9,1.95,1.8
82,IRELAND - PREMIER DIVISION,2025-05-02,20:45,Cork City,Shamrock Rovers, ROUND 13,5.75,3.8,1.6,1.4,2.75,3.0,1.36,1.07,9.0,1.33,3.25,2.08,1.73,2.05,1.7
83,IRELAND - PREMIER DIVISION,2025-05-02,20:45,Derry City,Shelbourne, ROUND 13,2.1,3.0,3.8,1.53,2.38,3.75,1.25,1.11,6.5,1.5,2.5,2.5,1.5,2.1,1.67
84,IRELAND - PREMIER DIVISION,2025-05-02,20:45,Sligo Rovers,Drogheda, ROUND 13,3.0,3.2,2.35,1.44,2.63,3.25,1.33,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.91
85,IRELAND - PREMIER DIVISION,2025-05-02,20:45,St. Patricks,Galway, ROUND 13,1.75,3.6,4.5,1.4,2.75,3.0,1.36,1.06,9.5,1.3,3.4,2.05,1.8,1.95,1.8
86,NORTHERN IRELAND - NIFL PREMIERSHIP,2025-05-02,20:45,Carrick Rangers,Annagh, RELEGATION,1.36,5.25,6.0,1.22,3.8,2.05,1.7,1.01,1.01,1.13,5.25,1.43,2.63,1.67,2.1
87,SCOTLAND - CHAMPIONSHIP,2025-05-02,20:45,Airdrieonians,Ayr, ROUND 36,3.2,3.6,2.0,1.33,3.25,2.63,1.44,1.04,9.0,1.25,3.75,1.8,2.0,1.67,2.1
88,SCOTLAND - CHAMPIONSHIP,2025-05-02,20:45,Falkirk,Hamilton, ROUND 36,1.22,5.75,10.0,1.25,3.75,2.1,1.67,1.01,17.0,1.14,5.0,1.5,2.5,2.0,1.73
89,SCOTLAND - CHAMPIONSHIP,2025-05-02,20:45,Livingston,Partick Thistle, ROUND 36,1.75,3.8,3.8,1.4,2.75,2.75,1.4,1.05,8.5,1.29,3.5,1.95,1.9,1.91,1.8
90,SCOTLAND - CHAMPIONSHIP,2025-05-02,20:45,Morton,Dunfermline, ROUND 36,2.8,3.1,2.4,1.57,2.25,3.75,1.25,1.11,6.0,1.53,2.38,2.63,1.44,2.25,1.57
91,SCOTLAND - CHAMPIONSHIP,2025-05-02,20:45,Queen's Park,Raith, ROUND 36,4.75,4.0,1.62,1.44,2.63,3.25,1.33,1.06,8.0,1.36,3.0,2.15,1.67,2.2,1.62
92,ENGLAND - PREMIER LEAGUE,2025-05-02,21:00,Manchester City,Wolves, ROUND 35,1.36,4.75,8.5,1.25,3.75,2.2,1.62,1.03,15.0,1.17,5.0,1.53,2.5,1.75,2.0
93,SPAIN - LALIGA,2025-05-02,21:00,Rayo Vallecano,Getafe, ROUND 34,2.35,3.1,3.25,1.57,2.25,3.75,1.25,1.13,6.0,1.57,2.38,2.75,1.44,2.38,1.53
94,BOLIVIA - DIVISION PROFESIONAL,2025-05-02,21:00,SA Bulo Bulo,Independiente, ROUND 6,1.8,3.4,3.7,1.33,3.25,2.5,1.5,1.04,13.0,1.22,4.0,1.73,2.08,1.67,2.1
95,PORTUGAL - LIGA PORTUGAL,2025-05-02,21:15,FC Porto,Moreirense, ROUND 32,1.3,5.25,9.5,1.36,3.0,2.75,1.4,1.05,11.0,1.3,3.4,1.98,1.88,2.5,1.5
96,CHILE - LIGA DE PRIMERA,2025-05-02,22:00,Limache,Colo Colo, ROUND 10,5.25,3.9,1.48,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.95,1.9,2.0,1.73
97,PERU - LIGA 1,2025-05-02,22:30,Sport Huancayo,Grau, APERTURA,1.62,3.6,5.75,1.36,3.0,2.63,1.44,1.05,11.0,1.25,3.75,1.93,1.93,1.83,1.83
98,ARGENTINA - TORNEO BETANO,2025-05-02,23:00,Union de Santa Fe,Belgrano, APERTURA,2.4,3.25,3.0,1.53,2.38,3.75,1.25,1.08,8.0,1.5,2.5,2.5,1.5,2.1,1.67
99,PARAGUAY - COPA DE PRIMERA,2025-05-02,23:00,2 de Mayo,Sp. Luqueno, APERTURA,2.15,3.3,3.2,1.5,2.5,3.4,1.3,1.07,9.0,1.4,2.75,2.25,1.62,2.0,1.73
